v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_ecod,anomaly_vote_count,GERCEK_ETIKET_label
-5.83,-14.66,-14.95,0.64,-0.18,0.62,26.44,16.13,16.98,0.16,-43.1,0.4651942270286591,4.0,0
1.92,-14.27,-7.6,-0.36,0.63,-0.25,0.0,0.0,0.0,41.0,-31.04,0.4651939495566171,3.0,0
-10.97,-1.93,-0.71,0.14,0.14,-1.13,57.99,-6.9,5.54,-59.65,-20.38,0.46519186264532764,3.0,0
3.12,-16.91,-7.98,-0.08,0.53,-0.01,-9.7,29.93,-10.98,34.45,-22.37,0.4651847012684095,2.0,0
-9.75,-14.26,-10.84,0.1,-0.39,0.19,0.0,0.0,0.0,-9.24,-31.9,0.4651806492119548,4.0,0
-0.11,-15.51,-4.53,0.63,0.6,-0.08,0.0,0.0,0.0,41.19,-16.73,0.4651752869405029,4.0,0
-10.21,0.95,-4.25,-0.05,-0.42,-0.2,52.94,-10.84,19.07,-66.75,-39.1,0.46517208265587295,2.0,0
2.14,0.72,-9.93,-0.03,0.06,-0.01,-5.86,-11.55,41.95,8.69,-98.86,0.465165163098223,3.0,0
-9.02,-7.36,3.95,0.18,-0.15,0.11,56.01,14.78,9.52,-35.69,-9.71,0.4651647609149985,4.0,0
0.51,8.21,-0.08,0.01,-0.44,-0.06,57.09,36.29,22.01,-36.54,-5.25,0.46516471740202114,3.0,0
-0.87,1.19,10.22,-0.07,0.12,-0.02,208.08,181.64,306.55,-8.47,92.36,0.46515442449224464,3.0,0
1.93,-15.44,-7.95,-0.21,1.26,-0.42,0.0,0.0,0.0,36.98,-26.82,0.4651526475818515,4.0,0
-5.61,-0.56,11.34,1.63,-1.69,0.48,27.32,-9.58,-17.07,-21.99,77.89,0.4651434594930226,4.0,0
1.85,-17.32,-8.74,0.12,-0.55,-0.29,-8.63,30.28,17.16,24.62,-31.95,0.4651415395586931,2.0,0
-1.64,-17.38,-11.67,-0.11,0.92,0.34,0.0,0.0,0.0,19.5,-27.56,0.46513057118088286,3.0,0
-7.3,-11.24,-11.41,0.04,0.14,-0.02,28.22,5.73,13.21,-5.52,-30.07,0.4651292337061559,3.0,0
-10.52,0.92,-5.08,0.35,-0.24,-0.07,53.48,-17.29,24.35,-65.5,-46.21,0.46512796124676303,1.0,0
-3.83,-17.71,-15.94,0.34,-0.18,-0.37,0.0,0.0,0.0,9.77,-40.17,0.4651278537495729,2.0,0
1.43,-14.73,-9.63,-0.18,0.2,0.2,0.0,0.0,0.0,20.15,-23.7,0.4651251635815593,2.0,0
-9.22,0.05,14.45,-0.84,1.32,-0.33,51.86,17.82,12.82,-36.18,-9.94,0.4651208175207008,4.0,0
-9.66,-4.72,-0.88,-0.79,0.88,-0.4,67.55,17.47,6.67,-40.02,-16.88,0.46511589573946854,3.0,0
8.31,-6.75,-8.08,0.64,-0.18,0.8,79.45,23.56,3.9,-42.78,0.53,0.46510437735645194,4.0,0
2.14,-16.8,-7.98,0.07,-0.98,0.12,-25.9,30.1,-18.36,17.26,-16.1,0.4651038070190643,2.0,0
1.9,0.83,-10.47,0.06,-0.06,0.0,-5.5,-12.27,40.9,7.25,-98.7,0.46510266705528425,3.0,0
-10.65,-13.98,-9.22,0.02,0.47,-0.28,0.0,0.0,0.0,1.79,-41.71,0.4651026181610488,2.0,0
-9.19,0.4,-0.26,0.94,-0.94,-0.2,47.89,-10.11,17.68,-64.99,-40.37,0.46509974973433077,2.0,0
0.71,-15.5,-5.64,0.13,-0.25,-1.26,0.0,0.0,0.0,35.98,-0.22,0.46509638190426983,4.0,0
1.53,-14.74,-5.88,0.73,0.15,-0.29,0.0,0.0,0.0,38.53,-31.14,0.46507947630208946,3.0,0
-9.72,-4.38,-0.51,-0.79,0.74,-0.88,82.71,16.04,-18.98,-38.0,-0.18,0.4650743865844337,4.0,0
-0.92,-0.8,-9.48,-0.27,0.69,-0.28,-9.47,6.72,63.79,-2.05,-84.81,0.46507282346588474,3.0,0
-10.9,-7.53,-6.22,0.77,-1.34,0.12,55.29,14.78,9.88,-35.59,-6.24,0.4650541026146313,4.0,0
-7.04,-1.34,1.61,0.12,1.01,-0.12,50.96,18.01,10.22,-36.09,-1.57,0.46505316449737766,4.0,0
-9.99,-3.48,2.06,0.48,-0.74,0.05,55.83,14.6,11.78,-38.03,-6.06,0.46504998905167716,4.0,0
-16.77,-26.4,7.82,1.15,-1.09,0.91,81.98,16.75,-1.64,-44.93,3.33,0.4650485683738249,4.0,0
-0.49,-14.1,-10.6,-0.29,0.75,0.39,0.0,0.0,0.0,29.29,-27.55,0.46504752004616223,2.0,0
-1.48,-16.81,-8.57,-0.12,0.73,0.37,0.0,0.0,0.0,30.24,-39.44,0.46504692036286255,4.0,0
-6.98,-2.93,-4.09,0.78,-0.2,-1.4,58.71,0.62,5.2,-45.93,-5.41,0.4650310008323719,3.0,0
5.82,-12.82,-5.98,0.02,0.12,-0.08,0.0,0.0,0.0,47.64,-38.44,0.46503051529895456,3.0,0
1.51,-17.32,-9.36,-0.29,0.13,0.27,-2.22,34.23,2.4,27.41,-30.21,0.4650296251552434,2.0,0
-8.8,-9.46,-11.86,-0.31,0.44,1.17,0.0,0.0,0.0,-13.61,-52.59,0.4650265075908696,4.0,0
0.41,-16.98,-8.68,0.0,-0.35,0.06,-6.49,29.93,20.93,24.21,-33.47,0.4650164395822908,2.0,0
-9.72,-0.92,1.0,-0.65,1.05,-1.52,55.65,-1.7,5.72,-54.26,-8.11,0.465016010915424,3.0,0
-9.97,-2.25,-1.61,-0.17,-0.96,-1.25,0.0,0.0,0.0,-47.31,-24.14,0.465008376119884,3.0,0
-6.56,-4.13,-0.76,0.35,-0.06,-0.03,47.89,14.6,6.93,-38.04,-3.23,0.4650079780371279,4.0,0
-9.23,0.25,4.38,1.08,-2.54,-0.14,64.48,-1.52,-9.01,-61.65,44.66,0.46500669314660703,3.0,0
-1.14,-18.39,-7.84,-0.79,-2.07,0.26,0.0,0.0,0.0,6.75,-27.43,0.4649987949820742,4.0,0
-10.61,2.0,-4.08,-0.28,0.67,0.04,55.11,-14.24,28.34,-53.46,-66.14,0.46499647041872805,2.0,0
-10.24,1.67,2.38,-0.23,0.36,-0.04,48.25,-15.86,22.88,-60.79,-68.85,0.4649916178125808,2.0,0
-6.61,-5.63,7.41,-1.88,2.16,0.3,41.4,18.54,-5.54,-22.99,37.11,0.4649902653777396,5.0,0
-9.83,-1.13,7.71,-1.12,1.54,-0.03,53.66,-16.04,-40.29,-50.54,42.54,0.4649846711600567,4.0,0
-2.33,-18.34,-11.32,-0.67,1.72,-0.01,0.0,0.0,0.0,28.86,-27.69,0.4649788205102263,4.0,0
-1.9,-16.49,-10.31,0.04,-0.31,0.22,8.99,32.61,2.57,10.01,-18.79,0.4649702993461302,5.0,0
1.59,-17.34,-8.98,-0.08,-0.29,-0.33,-44.06,25.44,-7.72,23.8,-28.78,0.46496902130582074,3.0,0
2.37,-16.25,-8.18,0.03,-0.97,-0.01,-23.05,30.46,-15.95,18.29,-16.05,0.46496792204537074,2.0,0
-1.55,-15.89,-7.19,-0.13,0.72,0.15,0.0,0.0,0.0,31.77,-44.76,0.4649657842700391,5.0,0
-9.91,-1.47,-12.81,1.57,-1.24,0.23,0.0,0.0,0.0,-50.97,-6.61,0.4649618744682259,4.0,0
1.98,0.87,-9.71,-0.03,-0.08,-0.02,-6.76,-12.81,41.78,8.5,-99.07,0.4649472065088279,3.0,0
3.15,-16.64,-8.52,-0.1,0.5,-0.05,-9.7,29.93,-10.98,34.45,-22.48,0.4649420685846043,2.0,0
5.06,-11.61,-6.88,-0.3,0.68,-0.13,0.0,0.0,0.0,38.94,-14.85,0.46493388271303304,3.0,0
-8.84,0.78,-3.0,0.79,-0.93,0.77,53.3,-5.09,16.29,-63.43,-31.31,0.46493198042458583,4.0,0
-10.31,-2.49,-1.12,-0.76,0.13,1.27,76.75,18.72,11.0,-49.86,-21.69,0.4649296041100197,4.0,0
-11.23,-0.45,2.72,-0.4,1.27,0.13,72.42,-12.45,-23.31,-57.13,35.19,0.46492519657640086,3.0,0
-11.25,-12.41,-11.42,0.24,0.46,-0.67,0.0,0.0,0.0,-8.67,-31.03,0.46492276645121866,3.0,0
-10.61,-5.89,-1.14,-0.39,-0.46,0.0,49.15,14.06,6.41,-35.93,-4.06,0.46491674600492294,4.0,0
3.9,-13.48,-8.08,0.45,-0.11,-0.32,0.0,0.0,0.0,27.05,-6.63,0.4649160038399781,2.0,0
-8.84,-11.61,-13.77,-0.69,-0.3,1.26,0.0,0.0,0.0,-16.66,-48.11,0.4649130892631259,5.0,0
3.12,-16.91,-7.98,-0.08,0.53,-0.01,-9.7,29.93,-10.98,34.09,-22.26,0.4649092128073645,2.0,0
0.61,-20.08,-9.72,0.33,-0.49,0.42,0.0,0.0,0.0,20.85,-22.49,0.46490476667339886,2.0,0
2.06,-16.58,-8.34,0.07,-0.97,0.11,-25.9,30.1,-18.36,16.79,-16.01,0.46489525434033263,2.0,0
3.81,-13.64,-8.38,0.39,-0.09,-0.35,0.0,0.0,0.0,26.02,-7.71,0.4648935449539088,2.0,0
-11.29,-2.36,-0.21,-0.51,0.48,0.7,75.31,10.84,7.88,-49.78,-18.94,0.4648920150472762,4.0,0
-5.27,-2.77,-5.87,-1.51,1.13,0.16,29.13,13.17,30.51,-22.13,-48.48,0.46488737163120974,4.0,0
-7.67,-11.95,-9.45,1.11,1.08,-0.93,0.0,0.0,0.0,15.03,-10.94,0.46488373044059095,5.0,0
-11.06,-14.42,-10.43,-0.26,1.01,-0.4,0.0,0.0,0.0,-0.03,-40.58,0.4648822024610606,2.0,0
-9.74,-14.68,-13.67,0.19,0.33,-0.52,0.0,0.0,0.0,0.07,-36.72,0.46485983930700847,3.0,0
-23.3,-3.44,-7.67,0.09,1.02,-0.28,22.16,-32.61,14.24,-24.7,-70.94,0.4648432721361505,2.0,0
-0.6,-18.44,-10.44,0.07,0.31,-0.29,0.0,0.0,0.0,22.25,-24.34,0.4648407460593049,3.0,0
-10.13,2.47,-2.24,0.03,0.38,-0.16,51.86,-12.99,15.6,-67.44,-55.51,0.46483432760947563,1.0,0
0.12,-15.59,-5.6,-0.4,1.2,-0.62,0.0,0.0,0.0,29.16,-31.76,0.46483159842204813,4.0,0
3.33,-14.27,-8.65,0.36,-0.48,-0.09,0.0,0.0,0.0,27.7,-23.81,0.4648311076767049,3.0,0
2.62,-14.74,-10.48,0.19,0.23,-0.11,0.0,0.0,0.0,27.55,-19.49,0.4648233306582208,4.0,0
-10.08,-1.77,-5.56,-0.22,0.82,-0.89,54.93,-2.41,19.93,-51.86,-39.85,0.4648231414701659,2.0,0
0.93,-16.89,-8.67,-0.02,0.18,-0.09,-16.82,32.08,24.71,27.61,-31.14,0.46481209985071525,2.0,0
0.91,-15.7,-5.07,0.05,-0.17,-1.35,0.0,0.0,0.0,36.06,-0.43,0.46480859577601785,4.0,0
0.26,-14.49,-8.31,-0.05,1.99,-0.34,0.0,0.0,0.0,30.68,-26.64,0.464808173419369,5.0,0
-3.86,-14.33,-9.27,0.02,-1.61,-1.33,2.04,33.87,-0.68,3.83,-15.74,0.4648076676415409,4.0,0
-9.6,-2.19,-2.08,-0.15,-1.04,-1.27,0.0,0.0,0.0,-47.3,-23.98,0.4647918560637131,3.0,0
-1.91,0.48,8.36,-0.04,0.06,-0.06,267.43,281.82,-254.32,-12.17,84.91,0.4647812804836926,3.0,0
-3.55,1.03,10.23,-0.25,1.74,-0.09,103.63,18.72,-122.22,-15.37,93.65,0.4647795567222376,4.0,0
-9.78,37.84,25.76,0.16,0.13,0.53,80.9,23.92,0.43,-44.94,4.15,0.4647721968548344,3.0,0
-8.86,-0.1,-2.61,0.56,-1.26,-0.02,51.32,-10.66,12.3,-70.15,-19.29,0.4647663133089961,2.0,0
-8.8,-3.92,2.04,-0.09,-0.26,-0.1,57.99,37.18,20.8,-36.7,-3.79,0.46476629553768223,4.0,0
-5.37,2.29,9.99,-0.39,0.62,-0.3,19.93,-37.36,-41.86,-33.66,89.45,0.4647640320173866,2.0,0
-9.34,2.64,-2.35,0.06,-0.18,0.04,52.76,-15.32,16.12,-74.78,-55.4,0.4647614346938639,1.0,0
-0.8,-20.4,-5.88,0.33,-1.15,0.21,0.0,0.0,0.0,18.62,-26.88,0.4647596157653645,2.0,0
-10.79,1.04,-4.88,-0.12,0.09,-0.19,54.02,-17.11,23.49,-62.53,-45.29,0.46474928180608166,1.0,0
-16.54,-6.85,-2.4,0.44,-0.56,0.11,83.97,22.31,0.6,-43.53,1.33,0.4647481818252276,4.0,0
-10.14,1.63,-1.63,0.19,-0.5,0.03,51.14,-15.86,10.4,-75.12,-35.66,0.46474431232856095,1.0,0
0.56,-15.22,-7.5,-0.18,0.98,-0.3,0.0,0.0,0.0,48.82,-9.24,0.4647415854607906,3.0,0
-8.93,1.65,-5.24,-0.24,-0.13,-0.13,53.12,-13.17,18.2,-59.88,-63.56,0.46473957207397687,2.0,0
1.91,0.75,-10.4,0.0,0.02,0.0,-6.94,-12.27,43.34,7.51,-99.19,0.4647378394466607,3.0,0
-9.56,1.02,-3.9,0.27,-0.56,0.27,55.29,-9.58,17.51,-62.52,-46.34,0.46473671803232575,2.0,0
-24.12,78.88,22.04,1.1,-0.69,0.78,83.97,17.29,-1.47,-44.21,1.25,0.46473626986816197,4.0,0
1.51,-18.1,-9.4,-0.07,-0.4,-0.33,-44.06,25.44,-7.72,23.86,-28.83,0.46473252820079514,3.0,0
-10.71,-14.04,-9.92,0.13,0.15,-0.21,0.0,0.0,0.0,1.7,-41.59,0.4647275398820573,2.0,0
-2.22,-19.88,-10.52,-0.21,0.89,0.31,0.0,0.0,0.0,19.19,-28.57,0.46472113192168596,4.0,0
-9.36,-0.15,-4.9,0.03,-0.64,-0.12,47.17,-11.55,15.25,-66.56,-39.98,0.46471782853258625,2.0,0
2.51,-16.7,-7.92,0.0,-0.13,0.04,-27.86,28.49,21.96,34.1,-32.44,0.4647163854631611,2.0,0
-5.92,-2.9,-9.41,0.73,-1.39,0.11,20.29,6.18,42.12,-21.6,-56.83,0.46471527294679105,4.0,0
1.73,-16.32,-8.42,0.04,-0.87,0.1,-25.9,30.1,-18.36,17.05,-16.38,0.4647137665031372,2.0,0
-11.82,0.23,-2.79,-0.06,0.16,0.1,60.88,-11.38,18.98,-61.39,-42.24,0.4647127016873156,1.0,0
-10.88,-2.93,-0.22,0.01,-0.1,-0.26,84.15,18.89,2.5,-44.11,-1.6,0.4647085075835957,3.0,0
3.35,-17.06,-7.91,-0.15,0.68,0.01,-11.48,29.21,-12.35,34.06,-21.95,0.4647006126679474,2.0,0
2.52,-14.3,-8.87,0.44,-0.92,-0.03,0.0,0.0,0.0,10.87,-18.21,0.46470056418152594,4.0,0
-7.88,-2.27,-3.15,-1.31,0.88,-0.3,87.58,20.52,-0.08,-43.73,-2.44,0.46469496596799287,3.0,0
-9.4,2.39,-3.85,0.03,0.48,0.04,51.5,-15.86,12.13,-72.48,-49.5,0.4646946038068752,1.0,0
-3.03,-16.74,-5.87,-0.92,0.75,0.43,0.0,0.0,0.0,30.4,-29.52,0.46468937750209804,4.0,0
-9.44,-6.62,-5.68,0.55,0.88,1.45,0.0,0.0,0.0,-57.72,-19.79,0.46468833831087475,5.0,0
4.03,-16.29,-10.17,0.0,-0.16,0.03,-46.56,23.65,-10.12,25.95,-31.18,0.46468750990145624,3.0,0
1.59,-17.23,-9.52,-0.34,0.15,0.22,-2.22,34.23,2.4,27.38,-30.27,0.4646827514615951,2.0,0
1.55,-14.04,-9.99,-0.18,0.26,0.06,0.0,0.0,0.0,32.49,-44.16,0.464674740146087,4.0,0
-3.92,-4.44,8.97,-0.31,0.64,-0.23,48.25,18.19,7.62,-36.86,-3.54,0.4646634622344865,4.0,0
0.75,-15.77,-8.36,-0.13,1.03,-0.42,0.0,0.0,0.0,46.92,-23.05,0.4646633062752401,3.0,0
-11.9,-14.63,-9.55,0.17,-0.45,0.15,0.0,0.0,0.0,-5.69,-26.4,0.46466214425296704,4.0,0
-9.01,-12.97,-13.23,-0.9,-0.18,0.98,0.0,0.0,0.0,-13.43,-46.67,0.4646593887168995,5.0,0
-9.34,-5.85,1.08,-1.52,1.6,0.22,79.64,22.31,16.89,-41.17,-27.93,0.46465413005856315,4.0,0
2.74,-16.6,-7.23,-1.1,0.44,0.03,0.0,0.0,0.0,35.1,-39.05,0.46465225437783064,4.0,0
-9.24,2.04,-5.82,0.28,-0.54,-0.03,51.14,-13.71,16.64,-64.22,-64.94,0.46464818680838105,2.0,0
-7.36,-5.61,-5.22,1.22,-1.82,0.16,40.13,15.5,20.28,-31.69,-19.96,0.4646317727482936,4.0,0
-0.3,-15.98,-8.24,-0.22,1.74,-0.32,0.0,0.0,0.0,45.18,-26.16,0.4646303551307728,4.0,0
0.31,-20.75,-6.1,-0.59,1.2,0.17,0.0,0.0,0.0,26.35,-9.74,0.4646232727711205,2.0,0
-2.06,-18.63,-8.39,0.51,-2.29,0.2,0.0,0.0,0.0,8.96,-16.75,0.4646135712365228,4.0,0
-7.53,-11.85,-8.53,0.94,1.43,-0.72,0.0,0.0,0.0,17.28,-9.9,0.4646131675841072,5.0,0
-10.5,-4.45,-2.74,-0.13,-0.24,-0.14,84.15,19.26,4.94,-43.54,-0.94,0.46461195710361725,4.0,0
1.87,-16.57,-8.52,0.09,-0.31,-0.01,0.0,0.0,0.0,18.72,-28.19,0.4646112863351004,4.0,0
-3.55,1.03,10.23,-0.25,1.74,-0.09,103.63,18.72,-122.22,-14.84,94.04,0.46460333683004773,4.0,0
-9.33,-5.65,-3.62,0.48,-0.66,0.08,54.2,16.57,14.04,-37.46,-6.5,0.464600165263387,4.0,0
5.68,-12.7,-6.69,-0.23,-0.03,0.16,0.0,0.0,0.0,47.44,-36.82,0.4645998907734702,3.0,0
-1.49,-18.19,-10.34,0.44,0.35,-0.15,0.0,0.0,0.0,15.33,-12.46,0.4645907815389968,3.0,0
0.66,-13.41,-12.59,0.4,-1.28,-0.58,0.0,0.0,0.0,16.66,-17.12,0.4645799148717188,4.0,0
-6.4,-7.27,5.5,-0.33,0.57,-0.03,50.78,33.6,14.9,-37.07,-3.68,0.46455599502383327,4.0,0
-11.15,-3.03,-0.87,-0.86,0.92,1.05,83.25,21.23,7.54,-50.37,-13.2,0.46455353322239157,4.0,0
-3.17,-18.84,-11.34,-0.16,-0.76,-0.46,0.0,0.0,0.0,15.05,-38.27,0.46454654526787953,3.0,0
-43.08,66.86,42.26,0.54,-0.98,0.7,83.25,23.38,-1.82,-43.21,5.31,0.4645345157798211,4.0,0
-11.47,-0.49,-3.2,0.47,0.04,-0.72,56.37,-3.49,10.22,-58.87,-28.25,0.46453331629389727,3.0,0
-9.3,-2.74,10.89,-0.13,-0.11,-0.1,47.53,17.82,5.54,-37.4,-6.73,0.4645271285896502,4.0,0
-9.99,-11.84,-9.54,0.02,-0.55,-0.37,0.0,0.0,0.0,-5.46,-45.6,0.4645268537541696,3.0,0
-9.68,-0.93,18.23,-0.97,1.72,-0.25,56.01,16.21,11.96,-34.36,-8.05,0.464520854572962,4.0,0
-5.38,2.08,-8.6,0.28,-1.73,-0.63,0.0,0.0,0.0,-44.21,-85.45,0.46451640544307693,3.0,0
1.59,-17.34,-8.98,-0.08,-0.29,-0.33,-44.06,25.44,-7.72,23.83,-28.8,0.4645116281181568,3.0,0
-6.86,-51.59,-4.66,0.65,-1.76,0.28,51.14,20.7,13.86,-35.85,-0.45,0.464508927877617,4.0,0
-10.96,0.27,0.19,0.67,-1.17,-0.39,72.59,-9.4,-2.34,-63.98,7.77,0.46450672892560996,2.0,0
-22.5,69.0,-49.37,-2.9,1.46,-3.17,0.0,0.0,0.0,-8.07,-32.81,0.46449843885969866,4.0,0
-1.68,-19.92,-9.09,0.53,-1.4,0.28,0.0,0.0,0.0,18.13,-22.98,0.46449727832969956,4.0,0
0.49,-17.11,-13.5,-0.24,0.63,0.15,0.0,0.0,0.0,31.16,-39.76,0.4644922736781395,2.0,0
0.27,-13.59,-9.47,0.81,0.08,0.04,0.0,0.0,0.0,28.16,-34.6,0.4644836472183609,4.0,0
2.06,-16.74,-9.17,0.06,-0.14,-0.2,-17.36,31.18,25.91,28.68,-31.01,0.4644800157916177,2.0,0
-0.51,0.94,11.06,-0.09,0.23,-0.01,29.85,-0.44,-74.54,-5.82,98.75,0.4644781222892401,1.0,0
2.49,-14.64,-7.16,0.68,-1.43,0.18,0.0,0.0,0.0,21.71,-25.04,0.464474140948146,4.0,0
-10.3,-0.08,-7.3,0.27,-0.13,0.37,62.32,-6.36,23.49,-55.64,-45.67,0.4644670709325306,3.0,0
3.02,-16.86,-10.24,0.09,0.02,0.01,-38.37,28.31,-12.18,27.47,-20.8,0.46446603337071735,2.0,0
1.93,-15.18,-8.17,0.35,-1.27,0.53,0.0,0.0,0.0,10.18,-18.2,0.46446569842282925,4.0,0
-6.3,-1.0,11.85,0.91,-0.75,-0.16,39.77,-3.67,-14.12,-28.95,52.7,0.4644648816852036,3.0,0
-12.99,-3.55,-1.3,-0.2,-0.34,-0.35,83.97,22.31,0.6,-43.35,1.46,0.4644591063064918,4.0,0
-5.78,-5.31,-3.92,-0.83,1.21,-0.14,56.73,17.64,12.65,-38.21,-0.27,0.4644549232304971,4.0,0
4.84,-16.26,-8.93,0.02,-0.39,0.0,-54.92,18.1,5.83,24.73,-30.03,0.46445374301374864,4.0,0
-9.85,1.38,-6.12,0.25,-0.41,0.12,56.55,-16.04,27.3,-58.08,-61.92,0.46445136648996377,2.0,0
1.46,-11.45,-13.56,0.4,0.29,0.07,0.0,0.0,0.0,15.36,-65.02,0.46444507717321115,3.0,0
5.36,-13.15,-7.11,-0.21,0.27,0.14,0.0,0.0,0.0,43.23,-38.09,0.46444384667576044,3.0,0
-5.23,-0.44,6.66,-0.25,-0.63,0.21,10.55,-34.5,-41.86,-24.21,85.83,0.46444299149843304,2.0,0
3.5,-16.27,-9.28,0.08,0.02,-0.07,-9.52,30.82,10.46,31.05,-33.38,0.46442614541970895,2.0,0
-8.82,-11.39,-10.99,0.1,-0.67,-0.4,0.0,0.0,0.0,-5.53,-45.47,0.4644239022529866,3.0,0
7.15,-12.23,-5.29,0.14,-0.14,0.25,0.0,0.0,0.0,46.11,-30.74,0.46442161012008676,2.0,0
-1.14,-15.86,-6.46,-0.13,1.45,-0.21,0.0,0.0,0.0,37.63,-32.95,0.46441725405443834,4.0,0
-0.56,0.56,6.58,-0.13,-0.01,-0.02,32.2,1.88,-73.68,-5.05,99.64,0.46441689047251367,1.0,0
-2.68,-17.79,-13.65,-0.01,-0.16,-0.15,0.0,0.0,0.0,19.57,-41.65,0.46440766020765,2.0,0
-8.59,-2.36,-2.68,-0.06,-0.82,1.91,42.84,20.7,16.98,-48.2,-8.99,0.4644019394784671,4.0,0
-4.91,-1.57,-10.1,-0.47,1.51,-0.22,29.13,0.62,38.83,-23.46,-61.31,0.4644007845843212,4.0,0
-10.7,-0.19,2.75,1.09,-1.15,0.19,43.56,-4.74,9.69,-63.81,-17.12,0.464400268266684,4.0,0
-10.67,0.24,-1.12,0.0,0.06,-0.54,48.07,-2.77,15.42,-56.24,-35.73,0.46439983262207396,2.0,0
-2.19,-18.17,-9.72,-0.29,-2.01,0.06,0.0,0.0,0.0,14.4,-27.0,0.46439658814857065,4.0,0
-6.16,-17.3,-9.23,0.85,-0.83,-0.87,0.0,0.0,0.0,16.12,-17.75,0.46439589321589714,5.0,0
6.22,-11.76,-5.58,-0.05,0.03,0.19,0.0,0.0,0.0,49.26,-36.29,0.4643875050269164,3.0,0
-8.8,-0.72,6.07,-1.75,3.11,0.13,56.73,2.95,-24.09,-54.41,48.04,0.4643859689777815,5.0,0
5.65,-12.79,-6.58,-0.23,-0.04,0.16,0.0,0.0,0.0,47.48,-36.83,0.46438513337855447,3.0,0
-4.14,-16.76,-14.4,-0.5,1.22,0.35,0.0,0.0,0.0,14.5,-46.92,0.46438098232328373,2.0,0
-9.61,1.71,-1.69,0.07,-0.3,0.22,55.29,-9.58,17.51,-62.29,-46.6,0.46437313898648813,2.0,0
-7.67,-4.74,-1.05,-0.06,0.03,-0.28,85.23,18.54,-0.26,-42.58,0.83,0.46436641025429515,4.0,0
3.34,-15.07,-7.12,0.05,0.16,-0.15,0.0,0.0,0.0,18.07,-27.09,0.46434931960937487,3.0,0
-24.96,4.2,-2.06,0.01,-0.3,0.3,56.19,38.61,21.15,-38.35,-6.99,0.46434812610408804,4.0,0
0.27,-15.81,-10.03,-0.45,1.67,0.26,0.0,0.0,0.0,22.38,-31.29,0.4643452158010034,3.0,0
-12.08,-0.46,-2.19,0.46,-0.78,-0.36,74.95,-6.36,4.76,-64.27,-10.65,0.464344771346329,1.0,0
-2.34,-16.29,-8.09,-0.46,1.17,-0.66,0.0,0.0,0.0,43.86,-25.22,0.46434437002914664,5.0,0
-10.7,1.31,-2.02,-0.02,0.07,0.05,61.78,-18.37,18.8,-64.11,-49.62,0.46433819764169537,1.0,0
6.49,-12.48,-7.07,-0.13,0.0,-0.08,0.0,0.0,0.0,51.76,-45.02,0.4643348933319329,3.0,0
-10.43,3.87,-3.39,-0.17,-0.05,-0.03,49.15,-14.6,16.12,-66.96,-56.11,0.4643274413918571,2.0,0
-9.18,-4.18,-4.55,0.62,-0.88,-0.23,56.01,13.71,12.3,-34.47,-7.62,0.4643246691237862,4.0,0
-9.61,-0.02,-2.27,0.17,-0.16,-0.76,83.25,-4.92,3.72,-51.7,-11.09,0.4643246676210726,3.0,0
-10.92,-3.74,-3.7,-1.05,0.55,0.92,80.18,13.17,4.94,-49.02,-8.07,0.4643200083774276,3.0,0
3.6,-16.28,-9.13,0.05,0.09,-0.05,-9.52,30.82,10.46,31.33,-33.27,0.46431825481543976,2.0,0
-2.72,1.12,9.57,0.27,0.36,0.1,164.79,77.33,-208.73,-10.07,95.68,0.46431644999117117,2.0,0
-13.16,-10.38,-8.03,0.12,-0.27,0.14,0.0,0.0,0.0,-14.34,-34.08,0.4643132305252956,5.0,0
-2.87,1.42,14.7,0.07,0.01,0.0,9.28,-14.96,17.59,-18.71,87.02,0.46431298984175917,2.0,0
-17.05,14.78,13.86,0.81,-1.52,0.45,48.07,21.95,14.73,-36.98,-1.65,0.464301938145376,4.0,0
-11.67,-3.21,2.9,-0.17,1.05,0.12,55.47,17.82,14.21,-37.7,-6.23,0.4643009072753266,4.0,0
-9.52,1.3,-3.27,-0.06,0.27,0.59,54.74,-5.46,13.86,-71.44,-32.66,0.4642987681081262,3.0,0
0.14,-14.17,-9.06,0.09,0.14,-0.36,0.0,0.0,0.0,33.86,-30.92,0.4642980605299071,2.0,0
1.99,-13.27,2.41,0.09,-0.04,0.42,80.72,19.8,-2.5,-43.53,-3.08,0.4642958372593817,4.0,1
-6.0,-21.03,-12.59,0.04,-0.68,0.31,30.89,10.57,8.58,-15.2,-29.05,0.46429242698837836,4.0,0
-7.7,-11.93,-9.76,1.17,0.96,-0.96,0.0,0.0,0.0,15.03,-10.86,0.4642919465332527,5.0,0
-11.6,0.72,-2.11,-0.01,-0.24,0.08,58.89,-19.44,15.68,-68.64,-35.98,0.4642859509145547,1.0,0
-10.97,-1.93,-0.71,0.14,0.14,-1.13,57.99,-6.9,5.54,-58.4,-19.77,0.4642852804330939,3.0,0
-10.0,-3.78,1.64,-0.54,1.06,-0.26,73.87,19.8,-20.19,-42.92,-3.71,0.4642789671234965,4.0,0
1.91,0.76,-10.05,0.04,-0.03,0.0,-5.5,-12.27,40.9,7.26,-98.65,0.4642745217470199,3.0,0
-2.38,-6.8,-10.44,-0.54,-0.14,-0.33,49.69,33.6,21.15,-36.6,-7.4,0.46427333795691605,4.0,0
