v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_vae,anomaly_vote_count,GERCEK_ETIKET_label
-9.5,-4.04,-2.04,-0.06,0.02,-0.15,80.9,10.66,1.82,-42.02,-1.84,0.010633764144690638,1.0,0
-8.44,-4.79,-0.47,0.0,0.06,-0.01,58.35,35.39,20.45,-35.12,-6.9,0.010633696070599961,1.0,0
1.9,0.96,-10.3,-0.06,-0.06,0.0,-6.4,-12.09,42.12,7.76,-99.07,0.010632713250915811,4.0,0
2.96,-16.55,-7.57,-0.07,0.16,0.09,-47.09,20.96,-14.07,31.04,-28.98,0.010632541363836848,3.0,0
-0.46,-15.42,-7.38,0.02,-0.13,-0.01,0.0,0.0,0.0,23.87,-28.09,0.01063237628416696,1.0,0
-9.98,-4.5,-0.96,0.07,-0.13,0.08,74.41,25.36,-1.64,-40.58,-10.57,0.01063217801837786,1.0,0
0.01,-1.01,-10.75,-0.1,0.21,-0.03,-31.83,11.02,31.55,-0.36,-84.42,0.010632036764639707,1.0,0
-10.02,1.23,-1.68,-0.14,0.14,-0.02,56.73,-11.02,12.3,-71.7,-26.57,0.010631563649709502,1.0,0
-10.36,-4.74,0.18,-0.05,0.02,-0.01,80.9,17.47,-3.03,-41.4,-0.15,0.010631477706170022,1.0,0
-8.28,-12.95,-8.26,-0.03,0.1,-0.04,30.53,6.63,6.86,-7.1,-29.57,0.010631420694119077,1.0,0
-1.76,-4.47,1.18,0.01,0.01,-0.11,0.0,0.0,0.0,-6.29,19.16,0.010631199453324379,1.0,0
-1.83,-10.76,0.37,-0.06,0.12,-0.03,0.0,0.0,0.0,18.89,-3.57,0.010631162012574507,1.0,0
-8.55,-5.04,-0.56,-0.07,0.09,0.03,56.55,17.47,8.32,-35.4,-0.58,0.010630996932904615,1.0,0
-7.55,-5.53,-0.43,-0.09,0.12,-0.02,52.58,20.34,14.9,-33.45,-6.59,0.010630948430115007,1.0,0
-0.83,-0.25,-10.58,-0.03,-0.05,0.0,4.59,-6.9,38.47,-2.9,-86.22,0.010630738251360041,1.0,0
-8.75,-4.5,1.01,-0.21,0.41,-0.01,58.35,15.32,1.04,-37.19,7.73,0.010630214080861827,1.0,0
-10.3,-4.19,-0.75,-0.09,-0.13,0.0,82.17,12.63,-3.55,-40.86,1.07,0.010629773301124693,1.0,0
-3.91,-3.0,-9.4,-0.07,0.16,-0.01,27.32,11.73,45.76,-10.8,-67.2,0.010629616730716135,1.0,0
-10.77,2.98,-2.06,-0.05,0.18,-0.03,54.2,-25.53,12.91,-74.57,-54.29,0.010629395489921437,2.0,0
-7.97,-12.05,-9.29,-0.15,0.0,-0.07,29.11,5.55,12.69,-6.57,-33.2,0.010629284018597952,1.0,0
1.49,-16.9,-8.81,0.0,0.13,0.0,-7.38,30.46,19.04,20.09,-26.82,0.010629205733393675,1.0,0
-9.63,-14.03,-9.58,0.02,0.08,0.0,0.0,0.0,0.0,-9.58,-28.43,0.01062919977691074,1.0,0
-9.77,-4.4,0.15,-0.04,0.08,-0.06,92.63,21.23,4.76,-39.97,-2.71,0.01062883387867335,1.0,0
-9.99,-4.13,-0.28,0.0,-0.12,0.02,80.18,18.54,4.94,-40.73,-1.73,0.010628216106300454,1.0,0
-10.06,-13.87,-9.47,0.01,0.03,-0.04,0.0,0.0,0.0,-8.62,-29.26,0.010628188876664186,1.0,0
-8.67,-4.79,-1.01,0.06,0.08,-0.05,57.45,15.5,12.65,-36.97,-5.84,0.010628166752584715,1.0,0
-8.3,-11.9,-9.27,-0.05,0.18,0.11,32.49,5.37,11.84,-7.37,-33.08,0.010628042517369228,1.0,0
-9.94,-4.53,-0.68,-0.01,0.09,-0.07,80.54,22.85,4.94,-40.73,-3.33,0.010627989759948955,1.0,0
-3.62,0.67,10.25,-0.12,0.16,-0.02,12.17,-6.0,14.82,-18.94,84.9,0.01062769874321131,1.0,0
-9.66,0.95,-1.64,-0.09,0.03,0.02,57.99,-9.76,11.09,-71.57,-25.9,0.010627113306031485,1.0,0
1.02,-15.44,-7.48,-0.09,-0.07,-0.01,0.0,0.0,0.0,26.56,-28.06,0.010626970350441065,1.0,0
-7.89,-12.12,-8.24,0.12,-0.03,0.05,31.42,6.09,5.66,-9.42,-26.58,0.01062664529665808,1.0,0
-9.9,-4.48,0.15,0.08,-0.18,0.01,83.43,22.13,5.28,-40.86,-2.28,0.010626324497505765,1.0,0
-2.1,-1.42,-10.15,0.02,-0.13,0.04,13.25,-3.67,40.9,-8.18,-78.51,0.010625108524061046,1.0,0
0.98,-15.85,-8.78,-0.12,0.23,-0.02,0.0,0.0,0.0,23.59,-28.75,0.010624725607300989,1.0,0
-9.62,-13.9,-9.75,0.04,-0.1,-0.01,0.0,0.0,0.0,-8.97,-30.46,0.010624229517365177,1.0,0
-10.2,-14.08,-9.53,0.09,-0.02,-0.02,0.0,0.0,0.0,-9.49,-28.26,0.010624226113660644,1.0,0
-2.88,0.18,9.86,-0.12,-0.2,0.0,53.3,22.13,-86.68,-14.83,84.92,0.010623535161640274,1.0,0
-9.47,-2.82,0.51,-0.04,0.0,0.0,67.91,16.93,10.57,-48.73,5.49,0.010623485807924531,1.0,0
3.23,-16.47,-8.9,0.0,0.17,0.02,-9.52,32.61,9.78,32.79,-33.5,0.01062321010785729,3.0,0
-8.96,-2.89,3.89,0.03,-0.09,0.06,64.13,18.89,-0.34,-44.81,25.26,0.010622965892056985,1.0,0
-0.58,-15.53,-7.66,-0.08,0.05,0.01,0.0,0.0,0.0,24.01,-29.18,0.010622566807700393,1.0,0
-1.41,0.18,9.5,0.07,-0.04,0.14,-5.86,4.57,-75.58,-8.63,90.2,0.010622531919728919,1.0,0
-5.61,-2.59,8.61,-0.05,0.27,-0.05,45.54,21.59,-45.59,-22.33,60.17,0.010622102202031521,1.0,0
-10.24,-4.21,-0.34,-0.1,0.04,0.01,80.36,19.8,2.34,-42.61,-0.11,0.01062200349460004,1.0,0
-8.92,-4.71,0.52,-0.01,-0.03,0.06,54.02,19.26,13.52,-35.5,-6.84,0.010621858837157348,1.0,0
-7.13,-1.96,6.33,-0.08,0.17,-0.03,58.17,11.2,-23.4,-35.62,52.98,0.01062171843434533,1.0,0
-4.15,-3.2,-9.17,0.01,-0.05,0.01,28.95,14.78,46.98,-12.62,-63.42,0.010621172990693779,1.0,0
-5.23,-2.42,7.41,-0.04,0.07,-0.03,48.25,23.92,-42.64,-22.91,58.0,0.010621075985114563,1.0,0
-5.99,-2.12,8.77,0.0,-0.11,-0.11,45.91,20.16,-45.59,-23.55,61.48,0.010620779862820118,1.0,0
-8.89,-4.65,-0.02,-0.09,0.22,0.02,59.62,39.86,19.93,-35.76,-3.95,0.010620691366502236,1.0,0
-8.26,-11.93,-9.38,0.0,0.04,-0.04,29.28,6.81,12.52,-7.93,-32.96,0.010619951911692259,1.0,0
-6.31,-3.13,6.16,0.11,-0.23,0.04,53.12,28.4,-35.88,-25.14,50.79,0.010619843844073308,1.0,0
-9.91,-13.54,-10.0,0.01,-0.17,0.01,0.0,0.0,0.0,-10.61,-31.61,0.01061980470147117,1.0,0
-8.81,-4.7,-0.18,0.02,-0.16,0.06,52.04,35.57,21.32,-37.59,-1.1,0.010619726416266892,1.0,0
-8.51,-4.99,-0.88,0.16,0.2,-0.1,52.22,19.62,11.44,-36.23,-6.79,0.010619411573597509,1.0,0
-6.0,-1.1,6.67,-0.05,0.11,0.02,65.75,24.46,-27.21,-32.54,61.62,0.010619197991138009,1.0,0
-10.49,-4.42,-0.48,0.0,-0.01,0.0,89.2,20.34,3.55,-41.2,-0.4,0.010618859322536891,1.0,0
-9.06,-13.34,-9.29,-0.09,0.14,0.02,0.0,0.0,0.0,-7.2,-30.59,0.010617058762838482,1.0,0
-2.1,-1.42,-10.15,0.02,-0.13,0.04,13.25,-3.67,40.9,-8.22,-78.48,0.010616808590555245,1.0,0
-8.35,-4.67,-0.18,-0.06,0.09,-0.05,53.3,20.34,15.94,-32.6,-6.44,0.010616516722891465,1.0,0
-8.69,-4.94,0.05,0.0,0.11,-0.07,45.0,19.26,9.69,-33.6,-4.98,0.010616445245096254,1.0,0
-0.46,-15.58,-8.73,0.21,-0.01,0.02,0.0,0.0,0.0,16.14,-27.95,0.010616371214522646,1.0,0
-9.93,-4.66,0.55,-0.06,0.14,-0.05,86.49,19.8,0.6,-40.26,2.96,0.01061634823951704,1.0,0
-9.99,-4.7,-0.68,-0.06,-0.03,-0.18,81.8,20.16,-0.08,-40.06,-0.51,0.010615971279239918,1.0,0
-9.03,-5.08,-0.82,-0.01,-0.03,0.0,60.88,37.54,20.8,-35.28,-2.37,0.010615938944046846,1.0,0
-9.12,-10.41,-9.1,0.03,0.0,0.03,0.0,0.0,0.0,-14.31,-33.57,0.010615857255138032,1.0,0
-9.03,-5.32,-1.05,-0.01,-0.02,0.02,59.44,36.83,19.76,-32.97,-4.78,0.010615095676248583,1.0,0
-0.45,-15.62,-8.55,0.22,0.0,0.03,0.0,0.0,0.0,16.23,-27.93,0.010614962080845627,1.0,0
1.83,-16.76,-8.9,0.13,-0.1,0.05,-23.05,32.26,-16.64,22.73,-26.89,0.010614437910347416,2.0,0
-8.13,-5.09,-0.67,-0.05,0.05,-0.09,53.66,15.68,13.52,-35.53,-6.79,0.010614437059421281,1.0,0
-8.96,-5.22,-1.33,0.03,-0.03,-0.08,57.09,16.93,11.26,-35.54,-4.65,0.010614423444603147,1.0,0
-2.11,-15.33,-6.42,-0.15,0.13,-0.15,0.0,0.0,0.0,16.96,-21.51,0.010613747809253175,1.0,0
-10.24,-3.97,-0.83,0.02,0.01,-0.06,81.8,19.07,2.68,-41.99,-2.55,0.010613642294412626,1.0,0
0.04,1.87,9.98,-0.02,0.13,0.05,13.25,-0.8,-81.48,-4.19,97.69,0.010613609108293422,1.0,0
-5.49,-3.6,7.04,-0.02,0.09,0.05,51.5,26.07,-37.44,-25.71,52.3,0.01061340743879979,1.0,0
-6.84,-1.65,7.63,-0.14,0.22,0.07,68.45,26.43,-23.57,-34.37,57.75,0.010612911348863982,1.0,0
-0.45,-15.39,-7.43,0.01,-0.1,-0.01,0.0,0.0,0.0,23.68,-28.04,0.01061290369052878,1.0,0
-11.45,-1.43,0.17,-0.01,0.08,-0.01,83.25,-3.49,-0.43,-58.42,-3.06,0.01061275648030769,1.0,0
-9.86,-4.75,1.1,-0.05,0.1,0.0,86.49,18.72,-3.55,-42.28,6.48,0.01061251737006419,1.0,0
-9.52,-14.1,-10.01,0.1,0.07,0.12,0.0,0.0,0.0,-7.17,-30.61,0.010611805995816612,1.0,0
-10.24,1.39,-1.02,-0.18,0.18,-0.02,56.37,-11.02,11.96,-71.22,-28.56,0.010611783871737144,1.0,0
-6.07,-1.53,7.46,0.04,-0.02,0.01,55.11,20.7,-42.99,-30.99,62.8,0.010611619642993383,1.0,0
-8.55,-5.17,-1.13,0.06,-0.1,-0.07,45.73,35.03,23.92,-35.06,-5.98,0.010611396700346415,1.0,0
-8.2,-11.7,-8.55,0.04,-0.1,0.0,30.0,6.09,10.81,-6.9,-30.09,0.010611354154039743,1.0,0
-8.94,-5.14,-0.81,0.07,-0.09,0.01,57.09,14.78,11.26,-35.47,-3.74,0.010610978895614884,1.0,0
-9.32,-3.2,2.02,0.05,-0.2,0.05,63.95,20.16,1.21,-44.82,22.72,0.010610887846518605,1.0,0
-10.48,-4.36,0.02,-0.06,0.07,-0.08,80.18,24.28,1.47,-40.57,-2.65,0.01061076105852472,1.0,0
-2.94,0.69,10.22,-0.06,0.12,-0.03,19.21,7.79,0.43,-16.4,85.58,0.010610039473163541,1.0,0
-9.22,-10.41,-8.94,-0.01,-0.01,0.05,0.0,0.0,0.0,-14.63,-33.88,0.010609984162964867,1.0,0
-8.56,-5.2,-0.5,0.03,0.03,-0.01,47.71,14.78,7.8,-34.67,-0.59,0.010609797810141638,1.0,0
-9.12,-13.64,-10.59,0.1,-0.11,0.05,0.0,0.0,0.0,-6.55,-30.21,0.010609684636965887,1.0,0
-6.64,-1.28,7.19,0.0,0.03,-0.01,57.81,20.87,-39.0,-33.09,60.68,0.010609659960108018,1.0,0
-8.57,-5.16,-0.33,0.04,0.01,-0.06,52.04,19.8,11.61,-35.48,-6.74,0.010609465098023456,1.0,0
-9.11,-5.19,-1.72,0.1,-0.06,0.08,54.2,20.16,16.46,-32.99,-7.75,0.010609281297978626,1.0,0
-11.28,1.48,-3.04,-0.11,-0.05,-0.01,63.76,-14.6,16.89,-64.18,-43.6,0.010609126429422334,1.0,0
-10.21,-4.63,-0.27,0.04,0.15,-0.08,88.12,21.77,2.5,-36.49,1.15,0.010609067715519126,1.0,0
-9.68,-13.83,-10.44,-0.02,-0.15,-0.05,0.0,0.0,0.0,-8.78,-32.21,0.010609064311814593,1.0,0
2.14,-14.9,-7.64,-0.03,0.16,0.03,0.0,0.0,0.0,25.68,-25.64,0.010608861791394829,1.0,0
-9.85,-4.09,-0.21,-0.03,0.06,0.13,75.48,15.68,-2.68,-41.47,0.2,0.010608632892264928,1.0,0
-9.18,-4.49,-0.21,0.0,-0.14,0.06,59.25,39.51,19.93,-37.5,-0.64,0.010608615873742257,1.0,0
-10.24,-4.88,0.65,0.04,0.03,-0.15,80.9,13.88,2.16,-41.83,-0.75,0.01060858694225372,1.0,0
-10.23,-4.63,-0.48,0.07,-0.01,-0.04,76.93,17.11,-1.3,-42.21,-0.93,0.0106082329569822,1.0,0
-1.39,-0.97,-9.59,0.04,-0.1,0.0,-5.14,-2.24,36.4,-5.16,-81.82,0.010608048306011239,1.0,0
-8.36,-5.26,-0.96,-0.01,-0.05,-0.01,57.27,18.89,13.86,-33.62,-9.04,0.010607425428081543,1.0,0
-8.61,-4.45,0.6,-0.01,0.2,-0.06,50.05,21.05,11.09,-34.46,-4.04,0.010607226311366312,1.0,0
-4.79,-3.47,-8.68,-0.1,0.18,-0.01,27.51,7.61,37.27,-15.57,-59.41,0.010607119094673496,1.0,0
-8.81,-5.16,-0.65,0.0,0.11,0.08,49.87,19.8,11.61,-35.84,-7.19,0.010607000815940945,1.0,0
-8.47,-4.75,-1.35,0.04,-0.01,0.06,49.87,19.8,11.61,-35.67,-6.94,0.010606809357560917,1.0,0
-5.23,-1.9,7.77,-0.03,0.04,0.07,50.42,17.82,-49.23,-24.31,63.27,0.010606697035311297,1.0,0
-10.99,1.14,-3.3,-0.09,0.02,-0.07,62.32,-16.39,18.63,-64.07,-44.16,0.01060663832140809,2.0,0
-8.98,-1.05,5.75,-0.05,0.08,0.06,63.76,-9.23,-46.54,-42.23,56.28,0.010605863978626638,1.0,0
-6.13,-17.63,-9.62,0.11,-0.14,0.02,0.0,0.0,0.0,4.62,-26.4,0.010605703153587411,1.0,0
-4.87,-2.41,7.08,0.06,-0.08,-0.01,45.73,19.26,-42.99,-22.02,61.16,0.010605653799871672,1.0,0
-8.65,-5.01,-0.56,-0.01,-0.06,0.02,54.74,35.75,21.84,-35.12,-3.51,0.010604443782909888,1.0,0
-8.64,-4.53,1.5,-0.16,0.27,0.0,58.53,16.21,0.17,-37.06,9.39,0.01060375878737245,1.0,0
-3.78,-2.81,8.53,0.02,0.0,0.0,58.17,71.42,-85.46,-14.03,63.3,0.010603660079940968,1.0,0
-6.8,-0.33,8.02,0.0,0.03,0.0,66.65,26.43,-33.63,-36.53,66.01,0.010602814259364303,1.0,0
-9.96,-4.36,-0.13,0.06,0.02,0.18,81.26,18.54,3.55,-41.37,-2.61,0.010602814259364303,1.0,0
-4.71,-3.79,-8.38,-0.07,0.07,0.0,27.14,7.61,36.92,-15.55,-56.93,0.01060270534081922,1.0,0
-5.35,-2.6,8.44,-0.01,0.27,-0.05,47.71,23.38,-43.51,-22.57,57.17,0.010602611738944539,1.0,0
-1.83,0.7,9.72,0.01,-0.1,-0.07,26.42,-0.08,-5.46,-13.15,94.03,0.010602576000046934,1.0,0
-10.22,-4.21,-0.3,-0.02,-0.06,-0.02,75.67,18.37,0.26,-41.31,-3.22,0.01060239560370664,1.0,0
-10.29,-4.13,-0.05,-0.12,0.28,-0.09,82.17,18.72,1.64,-41.34,-1.94,0.010602260306451419,1.0,0
-9.57,0.61,-3.22,0.04,-0.05,0.01,49.15,-10.3,14.38,-66.34,-36.77,0.01060225775367302,1.0,0
-1.34,-0.73,-10.32,0.17,-0.1,0.02,6.76,-4.03,39.52,-4.47,-83.27,0.010602122456417798,1.0,0
-10.13,-4.61,0.18,-0.04,0.08,0.06,74.95,15.5,-0.43,-42.07,-2.44,0.010601999072128446,1.0,0
-4.9,-2.61,6.98,-0.06,-0.18,-0.01,47.53,24.28,-44.03,-23.11,58.16,0.010601917383219632,1.0,0
-10.21,-4.51,1.43,-0.03,-0.01,0.01,82.35,18.89,3.55,-41.69,-1.34,0.010601617857220653,1.0,0
1.86,0.95,-10.31,-0.07,-0.07,0.0,-6.4,-12.09,42.12,7.9,-99.02,0.010601587223879851,4.0,0
-6.95,-2.02,6.36,-0.01,0.0,-0.03,50.78,9.58,-24.96,-33.48,51.12,0.010601495323857436,1.0,0
-10.89,1.37,-2.08,-0.13,0.07,-0.07,54.2,-11.02,11.61,-69.89,-27.88,0.010601440864584893,1.0,0
-9.8,-13.97,-10.51,-0.02,0.01,0.0,0.0,0.0,0.0,-10.49,-27.77,0.01060143746088036,1.0,0
-0.18,-15.6,-7.79,0.04,0.19,-0.12,0.0,0.0,0.0,23.56,-29.08,0.010601083475608838,1.0,0
1.49,-16.88,-9.0,0.0,-0.12,0.02,-22.87,32.79,-18.19,25.58,-29.19,0.010601039227449899,1.0,0
-8.57,-4.55,-1.08,0.09,-0.06,-0.01,50.05,19.62,12.13,-36.08,-6.91,0.010600783098683727,1.0,0
-7.85,-3.54,-5.87,-0.05,0.2,0.06,43.02,10.84,28.25,-32.91,-39.25,0.010600774589422393,1.0,0
-6.3,-1.92,6.88,0.06,-0.01,0.04,56.73,21.59,-38.65,-31.57,60.07,0.010600347424503394,1.0,0
-1.23,0.81,9.4,0.03,-0.04,0.0,59.8,30.37,-100.2,-10.44,90.55,0.01060009895407242,1.0,0
-8.73,-4.9,-1.93,0.17,-0.11,0.02,67.55,35.21,22.01,-37.27,-10.77,0.010600080233697486,1.0,0
-6.58,-3.72,5.42,0.05,-0.08,-0.04,57.45,31.99,-32.07,-27.81,45.71,0.010599940681811599,1.0,0
-8.58,-11.3,-8.91,0.02,-0.3,-0.04,32.85,2.5,11.49,-10.31,-33.6,0.010599242071456023,1.0,0
-10.06,-4.47,0.02,0.12,-0.14,0.0,84.87,22.85,5.98,-40.7,-1.96,0.010598527293503916,1.0,0
-10.33,-4.22,-0.82,-0.04,0.04,-0.04,89.2,20.34,3.55,-41.21,-0.5,0.010598352002720423,1.0,0
-0.46,-15.52,-8.84,0.2,-0.01,0.01,0.0,0.0,0.0,16.1,-27.93,0.010598342642532954,1.0,0
-6.03,-1.63,7.17,0.0,0.03,-0.02,52.22,21.05,-41.26,-28.64,61.66,0.01059828733233428,1.0,0
-6.58,-1.56,7.76,0.09,-0.19,0.0,68.27,25.53,-24.44,-33.12,60.48,0.010598157140635858,1.0,0
-8.11,-2.99,4.84,-0.01,0.02,-0.05,59.98,14.78,-11.96,-38.64,37.31,0.010598117998033719,1.0,0
-9.26,-4.0,-0.99,0.0,0.03,-0.06,54.74,16.75,10.05,-33.13,-3.68,0.010597297705241062,1.0,0
0.54,-15.44,-7.42,0.0,-0.01,-0.07,0.0,0.0,0.0,27.29,-26.25,0.010597155600576773,1.0,0
-1.12,0.89,9.59,0.0,0.0,0.0,6.4,197.41,-274.61,-8.77,92.7,0.010596891813475399,1.0,0
2.82,-16.66,-7.56,-0.1,0.23,0.0,-44.78,20.07,-13.9,30.88,-29.13,0.010596652703231894,2.0,0
-9.86,-4.69,0.06,0.1,-0.21,0.0,82.35,21.77,2.5,-40.78,-1.62,0.010596200861455025,1.0,0
-8.65,-4.59,-1.49,0.08,-0.16,0.07,55.47,18.19,14.56,-35.75,-5.23,0.010595769441905361,1.0,0
-6.13,-0.13,7.54,0.03,-0.04,-0.03,62.5,21.23,-39.35,-34.74,70.69,0.010595623933536538,1.0,0
-8.02,-12.63,-8.82,0.0,0.0,-0.02,30.17,9.14,7.89,-6.51,-31.08,0.010594991695419373,1.0,0
-10.81,-3.93,0.8,0.05,0.0,0.02,56.55,15.68,10.4,-34.97,-5.25,0.010594780665738275,1.0,0
-10.13,-4.61,0.18,-0.04,0.08,0.06,74.95,15.5,-0.43,-42.05,-2.41,0.010594024192405627,1.0,0
-10.13,-4.4,-0.09,-0.03,-0.03,0.02,82.71,23.92,1.47,-40.88,-2.5,0.01059391187015601,1.0,0
-9.42,-10.45,-9.19,0.1,0.0,0.03,0.0,0.0,0.0,-6.76,-30.32,0.010593818268281329,1.0,0
-10.08,-4.66,-0.96,0.07,-0.16,0.03,78.73,17.47,2.5,-40.45,-2.22,0.010593312818158052,1.0,0
-10.66,-4.15,-0.28,0.01,0.04,-0.14,75.48,10.66,-1.99,-44.87,0.3,0.010593139229226823,1.0,0
-8.84,-4.84,-0.51,-0.13,0.12,-0.01,65.75,32.34,23.05,-35.6,-3.74,0.01059274014487023,1.0,0
-10.42,-13.75,-9.97,-0.05,0.01,-0.02,0.0,0.0,0.0,-9.96,-31.3,0.010591955590975175,1.0,0
-0.39,-15.65,-8.5,0.04,0.21,0.05,0.0,0.0,0.0,22.47,-31.43,0.01059161522052179,1.0,0
-6.42,-3.8,6.02,-0.06,0.09,-0.06,54.56,31.99,-31.37,-27.47,46.28,0.010591340371380684,1.0,0
-8.56,-5.09,-0.23,0.01,0.0,-0.08,56.19,19.98,12.13,-35.41,-3.8,0.01059126889358547,1.0,0
-4.08,-2.97,-9.18,0.13,-0.07,-0.06,28.95,13.71,46.63,-12.32,-64.05,0.010591195713937993,1.0,0
-10.11,-4.48,-0.93,0.07,-0.1,0.0,73.15,23.38,0.26,-41.17,-3.5,0.010590953199989955,1.0,0
0.84,-15.23,-6.0,-0.06,0.13,-0.12,0.0,0.0,0.0,24.95,-23.71,0.010590941287024088,1.0,0
-9.85,0.17,-0.86,-0.01,0.16,0.0,55.29,-6.36,11.96,-66.7,-20.3,0.010590714940672586,1.0,0
-0.35,1.2,8.56,0.0,0.0,-0.01,35.61,17.47,-23.57,-7.66,96.63,0.010590495401730154,1.0,0
-4.11,-3.04,-9.63,0.12,-0.07,-0.04,28.95,13.71,46.63,-12.33,-63.93,0.010590437538753078,1.0,0
-9.93,-4.51,0.25,-0.04,0.0,-0.01,88.12,19.98,0.78,-39.63,-4.22,0.010590282670196786,1.0,0
-0.53,-15.33,-9.1,-0.01,0.2,-0.01,0.0,0.0,0.0,18.37,-32.07,0.010590238422037847,1.0,0
-10.27,-3.73,-0.64,0.02,-0.04,0.02,78.92,11.55,-0.08,-45.7,2.45,0.010590117590526894,1.0,0
-9.92,-4.28,0.42,0.01,0.04,-0.04,88.48,21.41,2.16,-40.97,-1.0,0.01058973297191457,1.0,0
-8.56,-4.84,-0.88,0.14,-0.03,0.07,58.53,20.16,13.69,-34.46,-7.43,0.010589647028375091,1.0,0
-1.5,0.61,9.42,0.0,0.0,0.0,-6.94,250.1,-278.77,-10.12,89.57,0.01058945727184733,1.0,0
-6.31,-3.13,6.16,0.11,-0.23,0.04,53.12,28.4,-35.88,-25.16,50.68,0.010588590178117328,1.0,0
-10.02,-4.66,0.09,-0.04,-0.09,0.03,81.44,19.8,4.76,-40.68,-2.03,0.010588450626231441,1.0,0
-10.55,-4.34,0.35,0.01,-0.04,-0.08,74.95,12.27,-0.43,-44.28,0.0,0.010588358726209026,1.0,0
1.39,-16.9,-8.98,0.0,-0.14,0.02,-21.98,32.61,-18.36,25.77,-29.17,0.010588264273408213,1.0,0
-9.08,-5.26,-1.14,0.09,-0.18,-0.05,59.62,36.29,23.75,-35.58,-5.95,0.010588215770618605,1.0,0
-6.41,-17.68,-9.14,0.04,-0.07,0.02,0.0,0.0,0.0,3.83,-23.97,0.01058791454276736,1.0,0
-10.14,-4.71,-0.25,0.08,-0.06,-0.04,86.13,13.71,-2.5,-41.53,4.76,0.01058753843341637,1.0,0
-9.18,-3.2,2.89,-0.06,0.16,-0.1,62.14,19.07,1.21,-44.83,24.07,0.010587341869479537,1.0,0
-1.67,-15.37,-6.61,-0.02,0.09,-0.02,0.0,0.0,0.0,14.86,-23.02,0.010587292515763798,1.0,0
-9.02,-9.87,-8.71,-0.14,0.05,0.15,0.0,0.0,0.0,-13.49,-34.87,0.010587047449037358,1.0,0
-3.23,-0.9,8.83,0.04,-0.04,0.0,37.07,23.56,-57.55,-15.28,76.03,0.010586911300856004,1.0,0
-7.17,-3.65,-6.92,0.11,-0.03,-0.03,44.1,14.06,29.29,-30.33,-45.92,0.010586718140623709,1.0,0
-9.72,0.3,-2.0,-0.05,0.17,-0.09,53.12,-8.15,15.42,-64.23,-31.85,0.010586206734017497,1.0,0
-10.19,-4.48,-0.57,0.05,-0.23,0.02,73.51,16.93,3.03,-41.24,-3.98,0.010586127597887084,1.0,0
-9.84,-4.65,0.04,-0.07,0.0,0.07,67.73,21.59,0.95,-41.37,-3.62,0.01058571574963849,1.0,0
-10.3,-4.37,0.26,0.08,-0.04,0.01,86.49,23.74,0.6,-41.44,0.02,0.010585621296837676,1.0,0
-8.83,-5.3,-0.49,-0.07,0.18,0.0,54.56,13.71,9.52,-36.31,-6.36,0.010585130312458665,1.0,0
-1.49,0.72,9.52,0.0,0.0,0.0,-6.94,251.18,-276.33,-9.6,89.69,0.010585011182799982,1.0,0
-6.42,-3.43,6.1,0.0,-0.02,0.0,53.3,29.3,-34.32,-26.86,47.46,0.010584069207570237,1.0,0
-10.08,-4.55,-0.41,0.02,-0.08,0.06,75.84,17.11,-0.6,-41.9,-2.24,0.010583998580701161,1.0,0
-8.55,-4.63,-0.19,-0.07,0.18,-0.05,66.29,32.52,21.84,-35.83,-2.88,0.010583452286123476,1.0,0
-0.33,-15.31,-7.39,0.02,-0.12,-0.03,0.0,0.0,0.0,21.61,-27.39,0.010583417398152006,1.0,0
-10.35,-3.99,0.04,0.11,-0.08,0.0,75.13,13.53,-1.99,-43.66,0.05,0.010583368895362398,1.0,0
-7.14,-3.13,-6.05,0.06,0.0,0.0,43.74,11.55,28.6,-30.39,-46.28,0.010582740911875901,1.0,0
-8.9,-5.05,-0.51,-0.08,0.08,-0.03,58.17,39.51,19.93,-35.76,-4.68,0.010582203977485685,1.0,0
-1.11,1.85,10.02,0.0,0.0,0.0,247.41,252.25,170.28,-8.51,92.67,0.01058216823858808,1.0,0
-6.57,-3.55,6.49,-0.1,0.21,-0.03,54.93,30.19,-34.5,-27.01,46.7,0.010581600670857061,1.0,0
-8.61,-5.3,-0.33,-0.01,0.1,-0.03,56.37,38.08,20.63,-33.28,1.14,0.010580938650325226,1.0,0
-4.12,0.86,8.26,0.05,-0.12,0.0,54.02,10.66,-71.08,-25.73,83.35,0.01058093269384229,1.0,0
-0.77,-0.24,10.22,-0.06,0.02,0.12,29.31,-16.39,-83.04,-12.06,88.98,0.010580691030820388,1.0,0
-10.1,-13.37,-10.21,0.0,-0.23,0.0,0.0,0.0,0.0,-10.47,-32.0,0.01058020515199818,1.0,0
-9.2,-10.58,-9.21,-0.08,0.17,0.04,0.0,0.0,0.0,-12.95,-34.73,0.010580111550123499,1.0,0
-9.13,-3.1,3.16,0.0,0.03,-0.02,63.22,19.8,2.6,-44.65,22.9,0.010580090276970162,1.0,0
-8.77,-4.8,-0.43,0.0,0.0,0.02,58.71,38.26,19.07,-36.61,-2.51,0.010579977103794411,1.0,0
-0.57,-15.78,-8.8,-0.04,0.0,-0.07,0.0,0.0,0.0,16.89,-30.04,0.010579922644521868,1.0,0
