v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_deep_svdd,anomaly_vote_count,GERCEK_ETIKET_label
-1.0,1.36,9.5,0.0,0.0,0.0,-237.3,-19.07,-272.52,-8.82,94.79,0.0003119082002732033,1.0,0
-0.99,1.37,9.52,0.0,0.0,0.0,-250.29,-14.06,-262.13,-8.79,94.82,0.0003118998754033272,1.0,0
-1.0,1.35,9.51,0.0,0.0,0.0,-249.93,-13.35,-262.47,-8.79,94.83,0.0003118994089235497,1.0,0
-1.01,1.36,9.52,0.0,0.0,0.0,-251.19,-13.17,-261.61,-8.81,94.81,0.0003118943852951762,1.0,0
-4.95,-1.73,7.64,0.0,0.01,0.0,49.87,17.64,-49.4,-23.87,63.52,0.0003118865627881374,1.0,0
-10.11,-4.71,-0.03,0.0,0.0,0.0,85.05,19.8,1.64,-40.3,-0.74,0.00031185893283208315,1.0,0
-7.9,-4.45,3.67,0.02,-0.02,0.0,59.98,35.21,-12.65,-32.61,26.86,0.00031185728221133185,1.0,0
-8.69,-5.05,-0.53,0.0,0.02,0.0,55.11,18.19,10.05,-34.71,-3.42,0.0003118540886190087,1.0,0
-1.0,1.36,9.51,0.0,0.0,0.0,-251.73,-13.35,-262.82,-8.8,94.87,0.00031185078737750615,1.0,0
-10.09,-4.78,-0.54,0.01,-0.06,0.0,85.23,22.13,1.12,-41.58,-2.8,0.00031184892145839595,1.0,0
-9.79,-14.0,-10.4,0.0,0.0,0.0,0.0,0.0,0.0,-6.96,-28.8,0.0003118401301087423,1.0,0
-9.96,0.55,-1.03,0.25,-0.64,-0.21,55.83,-7.97,6.24,-68.86,-0.57,0.0003118376182945556,1.0,0
-1.0,1.34,9.52,0.0,0.0,0.0,-252.45,-13.71,-261.43,-8.78,94.81,0.00031183654180276125,1.0,0
-1.01,1.36,9.58,0.0,0.0,0.0,-250.47,-13.88,-262.3,-8.82,94.9,0.00031183474764977074,1.0,0
-8.73,-5.01,-0.43,0.0,0.01,0.0,56.91,18.54,10.4,-34.72,-3.47,0.00031183180523886624,1.0,0
-8.63,-5.38,-2.31,0.02,0.08,-0.04,55.47,14.96,13.52,-35.29,-5.62,0.00031182767868698805,1.0,0
-0.99,1.35,9.5,0.0,0.0,0.0,-250.65,-12.63,-260.74,-8.8,94.82,0.00031182477215914336,1.0,0
-1.02,1.33,9.49,0.0,0.0,0.0,-237.84,-18.19,-272.7,-8.82,94.78,0.0003118226191755547,1.0,0
-9.85,-4.88,1.62,-0.1,0.23,0.07,68.09,20.16,-0.43,-39.96,-3.21,0.0003118148684346356,1.0,0
-2.25,1.42,10.09,0.0,0.0,0.0,3.15,-28.94,-14.64,-15.12,92.46,0.0003118132536969441,1.0,0
-10.13,-4.3,-0.28,0.02,-0.04,-0.04,81.26,18.19,3.9,-40.08,1.27,0.0003118115313100732,1.0,0
-6.32,-17.65,-9.74,-0.06,0.05,0.0,0.0,0.0,0.0,4.94,-28.67,0.00031180338585549614,1.0,0
-10.13,-4.44,-0.12,0.0,0.02,-0.01,83.25,13.35,-1.82,-41.51,-0.48,0.0003118022017145224,1.0,0
-10.02,-4.65,0.11,0.0,0.04,0.0,84.87,20.34,4.24,-43.23,1.09,0.00031179531216703877,1.0,0
-10.07,-1.95,-1.34,-0.02,-0.51,0.38,60.34,6.9,14.38,-51.42,-19.75,0.0003117938768446463,1.0,0
-2.25,1.67,10.19,0.0,0.01,0.0,30.03,-12.27,6.67,-15.44,93.15,0.00031178601845454777,1.0,0
-1.0,1.37,9.52,0.0,0.0,0.0,-251.73,-15.14,-262.13,-8.79,94.85,0.0003117855519747702,1.0,0
-0.72,-15.52,-7.22,0.03,-0.34,-0.03,0.0,0.0,0.0,16.02,-27.21,0.00031177105521860667,1.0,0
-9.81,-14.03,-10.65,0.01,-0.03,0.0,0.0,0.0,0.0,-9.57,-29.29,0.00031176997872681237,1.0,0
-9.98,-4.71,0.17,-0.03,0.0,0.0,78.38,17.82,-3.03,-40.76,-1.46,0.00031176854340441996,1.0,0
-8.73,-4.97,-0.28,0.0,0.02,0.0,62.68,37.54,18.72,-35.21,-2.76,0.0003117643450864221,1.0,0
-8.94,-4.0,-3.76,0.18,-0.66,0.03,60.16,33.24,20.11,-35.92,-6.84,0.0003117403034363489,1.0,0
-2.24,1.62,10.22,0.0,0.01,0.0,25.52,-3.85,7.19,-15.78,92.39,0.0003117329115260279,1.0,0
-0.84,1.43,9.0,0.36,-0.02,-0.03,23.36,0.08,-23.66,-11.05,94.81,0.00031172749318399644,1.0,0
-10.0,-4.57,-0.16,-0.02,0.01,0.02,86.67,22.13,1.12,-40.46,-2.02,0.0003117202089228549,1.0,0
-1.0,1.37,9.5,0.0,0.0,0.0,-251.19,-14.24,-262.3,-8.8,94.87,0.00031170768573498094,1.0,0
-10.03,-4.63,-0.03,0.0,0.02,0.0,85.05,20.87,1.64,-40.81,-0.11,0.00031170406154594005,1.0,0
1.11,-17.21,-9.6,0.28,0.79,0.0,-14.86,30.1,23.85,37.79,-32.44,0.00031169426547061175,4.0,0
-6.96,-3.27,5.87,0.18,-0.18,0.1,57.81,31.99,-25.13,-31.67,43.84,0.00031169426547061175,1.0,0
-7.82,-12.73,-8.7,0.0,0.0,0.0,30.17,6.98,9.26,-5.72,-30.43,0.00031168802181820465,1.0,0
-1.01,1.35,9.51,0.0,0.0,0.0,-251.55,-14.24,-261.61,-8.78,94.86,0.00031168371585102737,1.0,0
-2.36,-4.35,0.56,0.02,-0.03,0.0,0.0,0.0,0.0,-5.45,10.69,0.000311677149251082,1.0,0
-11.16,-0.31,-3.29,0.27,0.0,0.36,79.28,-7.07,13.08,-62.75,-44.0,0.0003116701161713591,6.0,0
-0.27,-15.52,-7.69,-0.03,-0.01,0.0,0.0,0.0,0.0,21.64,-29.57,0.0003116692190948638,1.0,0
-9.61,-2.39,-3.24,-1.12,0.75,1.15,47.17,12.09,15.6,-47.24,-23.85,0.00031166749670799294,5.0,0
-3.11,-1.22,8.68,0.06,0.01,0.0,37.61,23.38,-56.69,-14.97,76.33,0.0003116664560992584,1.0,0
-0.99,1.35,9.52,0.0,0.0,0.0,-250.65,-14.06,-261.77,-8.77,94.86,0.0003116617195353634,1.0,0
-8.76,-5.19,-1.21,0.0,0.02,0.0,53.3,18.19,13.86,-34.08,-8.31,0.00031166150423700455,1.0,0
-9.4,1.37,-1.36,-0.05,0.36,0.0,50.78,-14.42,14.56,-67.79,-57.8,0.0003116500934239847,2.0,0
-9.63,0.63,-4.01,0.01,0.04,0.0,47.71,-8.15,16.8,-60.84,-43.23,0.0003116272717979451,1.0,0
-1.0,1.35,9.49,0.0,0.0,0.0,-250.65,-12.27,-261.43,-8.79,94.83,0.00031160143599488137,1.0,0
-9.75,-13.99,-10.58,0.0,0.0,0.0,0.0,0.0,0.0,-9.75,-29.23,0.00031160007243860854,1.0,0
5.04,-9.76,-16.88,0.0,0.03,-0.05,-31.6,20.43,35.86,26.15,-71.95,0.0003115911375567157,5.0,0
-10.24,-14.05,-9.73,-0.01,0.09,0.01,0.0,0.0,0.0,-9.5,-29.25,0.00031158797984745236,1.0,0
-1.01,1.35,9.5,0.0,0.0,0.0,-250.83,-13.53,-261.26,-8.79,94.83,0.0003115871545370767,1.0,0
-1.0,1.32,9.49,0.0,0.0,0.0,-239.1,-18.01,-272.18,-8.84,94.86,0.0003115870827709571,1.0,0
-7.38,-3.0,5.18,0.15,-0.44,-0.03,57.81,30.19,-24.79,-30.9,45.65,0.00031158557568244504,2.0,0
-8.64,-5.05,-0.77,0.01,0.0,0.0,56.73,16.57,11.26,-34.4,-5.75,0.0003115832791666171,1.0,0
-10.14,-4.66,-0.8,0.0,0.0,-0.02,86.67,20.34,-0.26,-39.0,3.26,0.0003115764255021933,1.0,0
-10.37,-4.11,1.77,0.5,-0.83,0.2,85.41,27.33,3.38,-41.9,4.23,0.0003115669164913434,1.0,0
-2.23,1.62,10.11,0.0,0.01,0.0,25.52,-3.85,7.19,-15.84,92.35,0.00031156573235036967,1.0,0
-1.02,1.35,9.5,0.0,0.0,0.0,-249.75,-13.53,-261.61,-8.8,94.83,0.00031155464448488817,1.0,0
-10.02,-3.94,-1.09,0.12,-0.03,0.09,85.95,20.34,4.94,-41.43,-6.16,0.00031154330543798795,1.0,0
-1.02,1.35,9.49,0.0,0.0,0.0,-251.01,-13.71,-262.82,-8.79,94.84,0.00031153408349161664,1.0,0
-8.28,-11.97,-9.0,-0.08,-0.02,-0.05,28.22,6.09,12.18,-7.23,-31.31,0.0003115336170118391,1.0,0
-0.99,1.23,9.33,0.0,0.0,0.0,-238.56,-16.75,-272.35,-8.83,94.77,0.00031152984929055895,1.0,0
-1.0,1.36,9.51,0.0,0.0,0.0,-251.01,-14.06,-261.77,-8.79,94.88,0.00031152281621083606,1.0,0
-9.34,-3.62,-0.72,0.0,-0.02,0.01,63.04,29.3,18.72,-43.48,-4.58,0.00031152184736822115,1.0,0
-1.0,1.36,9.51,0.0,0.0,0.0,-251.91,-14.96,-262.3,-8.8,94.82,0.0003115195508523933,1.0,0
-6.23,-17.62,-10.16,0.01,-0.04,-0.01,0.0,0.0,0.0,4.84,-28.62,0.0003115152090021562,1.0,0
-0.98,1.37,9.48,0.0,0.0,0.0,-251.19,-13.88,-261.61,-8.79,94.87,0.0003115149578207375,1.0,0
-0.99,1.36,9.52,0.0,0.0,0.0,-251.73,-14.42,-263.17,-8.79,94.84,0.0003115103289060219,1.0,0
-10.05,0.08,-1.66,0.02,0.2,0.37,55.83,-2.95,16.64,-64.3,-30.23,0.0003115078888579548,1.0,0
-1.0,1.36,9.49,0.0,0.0,0.0,-251.73,-12.63,-260.05,-8.81,94.84,0.00031150437231809334,1.0,0
-9.98,-4.55,-0.3,-0.08,0.06,-0.05,86.31,21.05,1.47,-41.15,-2.78,0.0003114995998711385,1.0,0
-10.13,-4.47,-0.09,0.01,0.01,0.0,85.77,21.23,2.34,-40.42,-0.81,0.0003114988104438227,1.0,0
-8.65,-5.08,-0.69,-0.01,0.02,0.0,56.91,16.04,10.4,-34.21,-4.67,0.00031149375093238933,1.0,0
-1.38,-15.78,-7.0,0.41,-1.79,0.58,0.0,0.0,0.0,-5.21,17.64,0.00031149346386791086,3.0,0
-3.72,3.68,9.61,-0.04,0.05,0.0,16.5,-40.04,-39.26,-28.27,98.49,0.00031148732786468326,2.0,0
-9.33,-5.03,-0.68,-0.06,0.26,-0.32,83.07,16.04,-0.6,-38.29,4.23,0.0003114821248210107,1.0,0
-7.84,-12.68,-8.84,0.0,0.01,0.0,29.82,7.7,8.92,-5.8,-30.7,0.0003114731899391178,1.0,0
-6.72,-1.31,7.1,0.02,0.04,-0.05,67.37,24.64,-26.0,-33.36,60.0,0.00031147232874568234,1.0,0
-7.84,-12.7,-8.75,0.0,0.0,0.0,28.75,8.78,8.92,-5.74,-30.41,0.0003114695298670171,1.0,0
-9.53,-16.62,0.22,-0.23,1.41,-0.23,0.0,0.0,0.0,-6.37,-16.27,0.0003114673768834285,1.0,0
-0.99,1.35,9.52,0.0,0.0,0.0,-250.83,-13.88,-262.64,-8.78,94.85,0.00031146633627469395,1.0,0
-10.49,2.86,-4.15,0.19,-0.11,0.19,48.25,-22.85,22.79,-62.34,-77.36,0.00031145596607040865,4.0,0
-7.48,-11.74,-8.18,0.9,1.5,-0.58,0.0,0.0,0.0,18.78,-8.86,0.0003114558584212292,6.0,0
-1.02,-18.76,-6.13,-0.17,-0.27,-0.07,0.0,0.0,0.0,25.08,-31.47,0.00031145302365950415,1.0,0
-0.99,1.4,9.69,0.0,0.0,0.0,-236.94,-17.64,-271.83,-8.81,94.8,0.00031145270071196587,1.0,0
-0.58,-15.56,-8.45,-0.01,0.13,0.01,0.0,0.0,0.0,23.54,-29.68,0.00031145227011524813,1.0,0
-0.99,1.35,9.51,0.0,0.0,0.0,-251.19,-13.88,-260.57,-8.8,94.84,0.00031144778473277183,1.0,0
2.36,-16.72,-7.88,0.06,-0.02,0.02,-19.14,31.9,-21.45,29.19,-29.26,0.00031143687628258936,2.0,0
-8.52,-5.05,-0.28,0.0,0.0,0.0,64.13,36.83,18.37,-35.37,-2.49,0.00031143321621048865,1.0,0
-1.0,1.35,9.49,0.0,0.0,0.0,-252.09,-14.06,-262.82,-8.8,94.8,0.00031142830023129457,1.0,0
-0.98,1.36,9.5,0.0,0.0,0.0,-250.65,-14.42,-262.82,-8.78,94.9,0.00031142481957449294,1.0,0
-1.0,1.35,9.52,0.0,0.0,0.0,-251.73,-13.35,-262.82,-8.8,94.87,0.00031141968829694,1.0,0
-10.13,-4.46,-0.03,0.01,0.0,0.0,84.15,12.81,-1.99,-41.46,-0.31,0.00031141513114834403,1.0,0
-4.18,0.25,12.18,-1.45,1.35,-0.38,25.88,-4.57,-1.47,-14.0,89.59,0.00031140354092002516,3.0,0
-0.99,1.33,9.5,0.0,0.0,0.0,-249.93,-13.35,-262.13,-8.79,94.83,0.0003113983737594124,1.0,0
-0.99,1.34,9.49,0.0,0.0,0.0,-251.01,-14.06,-262.13,-8.8,94.86,0.00031139736903373775,1.0,0
-1.0,1.35,9.52,0.0,0.0,0.0,-251.19,-13.17,-261.61,-8.79,94.84,0.00031139080243379236,1.0,0
-8.76,-4.46,0.16,0.01,-0.05,0.01,59.44,30.02,12.82,-36.69,1.08,0.0003113785304273371,1.0,0
-6.66,2.22,9.19,-0.03,-0.85,-0.95,37.43,-20.34,-24.35,-35.86,75.04,0.00031136841140447046,5.0,0
-10.67,-4.99,-4.01,0.27,-0.61,0.01,80.9,19.98,2.86,-43.42,-19.38,0.00031136371072363527,5.0,0
-0.99,1.37,9.52,0.0,0.0,0.0,-252.99,-14.6,-261.61,-8.81,94.83,0.0003113635313083362,1.0,0
-10.0,-2.72,-8.46,1.43,0.49,0.75,0.0,0.0,0.0,-53.96,-50.29,0.0003113605171313121,6.0,0
0.95,-14.86,-6.71,0.3,-0.13,0.16,0.0,0.0,0.0,28.51,-26.84,0.0003113591894580991,1.0,0
-1.07,1.2,9.49,0.0,0.0,0.0,0.27,1.34,-71.08,-9.11,93.72,0.0003113575747204076,1.0,0
-0.99,1.37,9.52,0.0,0.0,0.0,-251.01,-14.06,-260.74,-8.78,94.95,0.00031135441701114427,1.0,0
-0.99,1.36,9.49,0.0,0.0,0.0,-252.63,-12.81,-261.95,-8.79,94.84,0.0003113410326298349,1.0,0
-1.01,1.35,9.49,0.0,0.0,0.0,-249.93,-13.35,-262.47,-8.79,94.83,0.00031133557840474363,1.0,0
-6.2,-17.66,-9.42,-0.06,0.04,0.02,0.0,0.0,0.0,4.85,-27.33,0.0003113344660298895,1.0,0
-0.97,1.35,9.49,0.0,0.0,0.0,-249.57,-13.35,-260.74,-8.8,94.84,0.0003113343942637699,1.0,0
-10.08,-4.55,-0.28,0.0,-0.01,0.03,84.15,14.24,-3.03,-41.06,-1.17,0.00031132890415561885,1.0,0
-8.75,0.41,-3.61,0.43,-0.63,-0.01,46.45,-7.61,16.98,-59.41,-39.77,0.0003113270023534489,2.0,0
-0.99,1.36,9.51,0.0,0.0,0.0,-251.19,-14.6,-260.91,-8.78,94.87,0.00031132614116001343,1.0,0
-0.99,1.36,9.51,0.0,0.0,0.0,-250.65,-13.71,-262.82,-8.8,94.83,0.00031132585409553496,1.0,0
-9.99,-4.43,-0.59,0.0,0.0,0.0,91.91,20.16,5.11,-42.62,3.03,0.00031132348581358745,1.0,0
-0.99,1.36,9.5,0.0,0.0,0.0,-251.73,-14.78,-261.08,-8.81,94.83,0.00031131749334259906,1.0,0
-1.0,1.37,9.49,0.0,0.0,0.0,-251.91,-13.88,-263.69,-8.8,94.82,0.00031131720627812054,1.0,0
-6.88,-2.42,-0.05,-0.06,0.24,-0.09,62.68,18.54,-38.14,-37.79,73.44,0.0003113156633065487,1.0,0
-10.35,-4.43,0.01,0.08,-0.17,-0.01,76.39,21.23,3.03,-42.78,-1.58,0.00031131559154042905,1.0,0
-10.16,-4.94,0.81,0.34,-0.11,0.33,76.56,24.64,-0.26,-39.9,-2.39,0.00031130945553720145,1.0,0
-9.96,-13.49,-10.64,-0.03,0.57,-0.06,0.0,0.0,0.0,-7.1,-33.98,0.00031130924023884256,1.0,0
-1.0,1.37,9.5,0.0,0.0,0.0,-250.29,-13.71,-262.13,-8.76,94.8,0.000311303857779871,1.0,0
1.33,-16.79,-8.68,0.09,-0.2,0.02,-27.15,27.06,-21.27,28.43,-28.7,0.00031130037712306935,3.0,0
-10.01,-4.63,-0.11,0.04,-0.04,0.02,87.22,23.03,2.68,-40.2,-2.35,0.00031129578409141355,1.0,0
-1.0,1.35,9.5,0.0,0.0,0.0,-238.2,-18.54,-272.35,-8.82,94.79,0.00031128997103572423,1.0,0
0.57,-15.13,-6.34,-0.04,-0.19,-0.07,0.0,0.0,0.0,25.17,-29.64,0.0003112890021931093,1.0,0
-8.67,-5.01,-0.76,0.0,0.01,0.0,56.37,16.93,12.65,-34.49,-5.78,0.0003112878539351954,1.0,0
-10.19,-4.59,-0.02,0.0,0.0,0.01,91.0,20.7,5.28,-39.99,0.77,0.0003112856291854871,1.0,0
-1.0,1.35,9.52,0.0,0.0,0.0,-250.11,-13.17,-261.95,-8.78,94.82,0.0003112832967865994,1.0,0
-1.87,-14.91,-7.42,0.34,-0.03,0.01,0.0,0.0,0.0,20.04,-32.49,0.0003112784166904652,2.0,0
-0.98,1.35,9.48,0.0,0.0,0.0,-251.73,-15.14,-262.47,-8.77,95.07,0.00031127170655828053,1.0,0
-10.02,-4.42,0.2,-0.02,-0.01,0.06,83.61,16.57,-1.82,-43.38,-0.52,0.00031126467347855765,1.0,0
0.85,-17.71,-8.9,0.01,-0.66,-0.55,-23.41,32.26,22.48,35.3,-29.07,0.00031126104928951676,5.0,0
-2.02,1.51,10.11,0.0,0.0,0.0,-16.86,-23.74,-11.35,-13.7,92.96,0.00031125925513652625,1.0,0
-6.1,-18.23,-9.31,-0.28,-0.65,0.28,0.0,0.0,0.0,0.48,-25.05,0.00031125157616172675,1.0,0
-4.07,0.93,8.42,0.0,-0.01,0.0,51.68,9.4,-73.33,-24.74,84.42,0.00031124461484812344,1.0,0
-0.99,1.35,9.49,0.0,0.0,0.0,-249.75,-13.88,-262.3,-8.8,94.84,0.00031123901709079297,1.0,0
-8.77,-4.8,-0.56,0.03,-0.02,-0.01,55.65,18.72,12.65,-35.94,-4.41,0.00031123862237713505,1.0,0
-9.0,-3.35,2.94,-0.01,0.1,0.0,67.19,28.04,0.52,-42.37,21.42,0.0003112276062777732,1.0,0
-1.01,1.36,9.52,0.0,0.0,0.0,-252.63,-15.32,-261.26,-8.78,94.87,0.00031121712842430843,1.0,0
-1.0,1.36,9.47,0.0,0.0,0.0,-250.29,-12.99,-261.77,-8.79,94.84,0.00031121407836422454,1.0,0
-8.77,-3.2,2.7,0.15,-0.88,0.28,65.03,27.33,5.37,-43.22,23.7,0.00031120517936539146,1.0,0
-8.65,-5.01,-0.8,0.0,0.01,0.0,54.2,16.21,10.92,-34.28,-5.86,0.00031119638801573783,1.0,0
-0.45,-15.47,-8.1,0.05,0.1,-0.02,0.0,0.0,0.0,18.72,-26.56,0.00031119602918513973,1.0,0
-0.97,1.35,9.47,0.0,0.0,0.0,-252.45,-13.71,-261.43,-8.78,94.81,0.0003111903596616896,1.0,0
-8.72,-4.87,-1.02,0.0,0.0,0.0,58.17,20.16,13.69,-34.73,-5.63,0.00031118910375459624,1.0,0
-9.18,-5.71,-0.98,0.12,-0.12,0.05,50.05,19.62,8.32,-34.48,-2.33,0.00031117604232082515,1.0,0
-1.01,1.32,9.5,0.0,0.0,0.0,-237.48,-17.11,-271.66,-8.81,94.78,0.00031116168909690086,1.0,0
-10.05,-4.63,-0.03,-0.02,0.03,0.0,84.15,21.41,5.63,-39.97,-1.7,0.0003111557325089723,1.0,0
-10.13,-4.51,0.36,-0.04,0.06,-0.01,91.55,21.59,4.42,-39.74,-0.47,0.0003111554813275536,1.0,0
-0.99,1.34,9.51,0.0,0.0,0.0,-252.27,-14.24,-261.95,-8.8,94.84,0.00031115533779531437,1.0,0
-0.98,1.36,9.49,0.0,0.0,0.0,-251.73,-14.42,-263.17,-8.79,94.84,0.0003111504935822399,1.0,0
-8.76,-4.76,0.67,0.08,-0.22,0.08,54.56,19.44,10.22,-36.76,1.55,0.0003111475511713354,1.0,0
-5.46,-1.92,7.34,0.0,0.0,0.01,51.32,16.57,-42.12,-27.96,61.68,0.00031113359266106904,1.0,0
-10.33,-4.03,1.17,0.12,-0.19,0.05,76.75,14.42,-1.47,-43.5,-1.11,0.0003111330185321121,1.0,0
-8.55,-5.3,-0.82,-0.06,0.05,0.01,56.73,20.52,13.0,-34.48,-3.54,0.00031113018377038705,1.0,0
-8.52,-5.07,-0.64,0.0,0.01,0.01,56.55,18.19,14.56,-33.52,-5.83,0.00031112982493978895,1.0,0
-8.97,-4.13,0.15,0.14,-0.06,-0.03,57.45,16.21,12.3,-37.26,-5.64,0.00031112160771909226,1.0,0
-1.0,1.34,9.52,0.0,0.0,0.0,-252.45,-13.71,-261.43,-8.78,94.81,0.0003111169429213169,1.0,0
4.89,-10.32,-16.56,-0.03,-0.03,0.09,-30.53,22.94,34.49,26.57,-75.22,0.0003111145746393694,5.0,0
-10.11,-4.51,-0.1,0.0,0.01,0.0,83.79,16.39,0.08,-41.06,-0.66,0.00031111353403063483,1.0,0
-1.64,-1.47,-10.36,0.0,-0.02,-0.12,8.74,-1.7,40.04,-4.54,-79.3,0.0003111127087202592,1.0,0
-1.0,1.35,9.52,0.0,0.0,0.0,-251.19,-13.17,-261.61,-8.79,94.84,0.0003111114886962256,1.0,0
-10.07,-4.63,-0.38,0.0,-0.02,-0.05,83.79,15.32,-1.99,-40.43,-0.18,0.00031110818745472307,1.0,0
-1.01,1.37,9.5,0.0,0.0,0.0,-252.27,-15.32,-260.57,-8.79,94.83,0.0003111080439224838,1.0,0
-0.99,1.35,9.52,0.0,0.0,0.0,-252.09,-14.06,-262.47,-8.79,94.82,0.000311106680366211,1.0,0
-10.02,-4.45,-0.02,0.0,0.05,0.0,87.22,16.57,-0.78,-40.71,0.05,0.00031110122614111976,1.0,0
-10.82,-4.13,-0.12,0.03,-0.06,-0.12,73.51,15.14,-1.47,-43.05,-0.35,0.0003111000061170862,1.0,0
-8.68,-5.14,-0.16,0.03,-0.01,0.0,57.81,18.01,10.92,-34.58,-3.8,0.00031109853491163397,1.0,0
-0.99,1.36,9.49,0.0,0.0,0.0,-251.01,-13.35,-261.43,-8.78,94.81,0.0003110979966657368,1.0,0
-0.99,1.35,9.52,0.0,0.0,0.0,-252.27,-14.24,-261.95,-8.78,94.82,0.00031109745841983967,1.0,0
-8.55,-4.97,0.89,0.0,0.19,-0.09,67.01,33.6,26.35,-36.65,-2.72,0.00031108938473138224,1.0,0
-2.47,0.12,9.99,-0.36,0.25,0.39,-4.59,2.95,-77.84,-8.65,90.35,0.00031108446875218815,1.0,0
-9.33,-10.41,-9.49,0.0,0.0,0.0,0.0,0.0,0.0,-14.78,-34.71,0.0003110829257806163,1.0,0
-1.01,1.36,9.47,0.0,0.0,0.0,-252.27,-13.53,-261.26,-8.8,94.84,0.000311075210922757,1.0,0
-3.45,-0.59,8.77,0.0,0.06,0.0,37.43,23.92,-52.01,-17.78,78.24,0.0003110639436419764,1.0,0
-0.98,1.35,9.52,0.0,0.0,0.0,-252.09,-14.42,-261.77,-8.78,94.84,0.00031106265185182325,1.0,0
-9.34,-10.47,-9.16,-0.01,0.0,0.03,0.0,0.0,0.0,-14.12,-34.43,0.00031105769998956935,1.0,0
-1.29,0.65,10.09,0.0,0.01,0.0,-4.59,2.59,-77.84,-8.19,89.48,0.000311053214607093,1.0,0
-9.84,-4.69,-0.66,0.01,0.01,0.0,83.97,25.53,5.46,-39.39,-4.15,0.00031104951865193253,1.0,0
-0.99,1.34,9.52,0.0,0.0,0.0,-252.27,-14.24,-261.95,-8.8,94.84,0.0003110491239382746,1.0,0
-1.0,1.35,9.49,0.0,0.0,0.0,-250.65,-12.27,-261.43,-8.79,94.83,0.00031103792842361366,1.0,0
-1.01,1.36,9.5,0.0,0.0,0.0,-252.63,-13.88,-261.26,-8.79,94.82,0.0003110337659886756,1.0,0
-1.0,1.35,9.52,0.0,0.0,0.0,-249.93,-13.35,-262.13,-8.79,94.83,0.0003110334789241971,1.0,0
-1.0,1.36,9.49,0.0,0.0,0.0,-239.28,-16.04,-271.66,-8.83,94.79,0.0003110326894968813,1.0,0
-2.51,-18.05,-8.44,0.23,1.01,-0.08,0.0,0.0,0.0,16.17,-13.0,0.0003110297829690366,2.0,0
-1.02,1.34,9.51,0.0,0.0,0.0,-249.93,-14.78,-259.7,-8.8,94.8,0.00031102655349365363,1.0,0
-1.0,1.36,9.51,0.0,0.0,0.0,-251.01,-14.06,-260.74,-8.8,94.83,0.0003110241493286463,1.0,0
-9.8,0.36,-0.54,0.09,-0.51,-0.23,52.04,-5.28,9.52,-64.54,-19.76,0.000311013204995404,1.0,0
-1.02,1.36,9.48,0.0,0.0,0.0,-238.56,-18.54,-272.7,-8.81,94.79,0.00031100523895612604,1.0,0
-1.02,1.33,9.5,0.0,0.0,0.0,-252.27,-14.24,-261.61,-8.79,94.83,0.0003110048083594083,1.0,0
-10.07,-4.71,-0.36,0.03,-0.12,-0.12,81.44,19.44,3.03,-41.13,0.93,0.0003110022965452216,1.0,0
-10.06,-4.41,-0.07,0.0,0.0,0.0,85.77,23.03,5.8,-40.94,-1.41,0.00031099763174744616,1.0,0
-8.56,-5.01,-0.4,0.01,0.0,0.01,46.81,14.96,7.97,-34.81,-2.61,0.0003109919622239961,1.0,0
-10.18,-13.15,-13.86,-0.31,0.19,-1.08,0.0,0.0,0.0,-9.03,-32.51,0.0003109913163289195,6.0,0
-8.58,-5.15,-0.53,0.03,0.07,0.1,43.2,20.34,11.09,-34.41,-6.0,0.0003109889839300318,1.0,0
-1.0,1.36,9.51,0.0,0.0,0.0,-252.81,-14.42,-261.77,-8.8,94.82,0.00031098076670933516,1.0,0
1.0,-15.5,-8.32,0.02,0.07,0.05,0.0,0.0,0.0,26.43,-30.93,0.0003109608874942,1.0,0
0.43,-15.12,-6.74,-0.15,0.06,0.36,0.0,0.0,0.0,24.25,-25.71,0.0003109565456439629,1.0,0
-0.99,1.34,9.52,0.0,0.0,0.0,-251.01,-13.71,-262.82,-8.77,94.86,0.00031095432089425464,1.0,0
-1.0,1.37,9.52,0.0,0.0,0.0,-250.47,-14.6,-261.95,-8.8,94.83,0.0003109508043543932,1.0,0
-1.0,1.33,9.51,0.0,0.0,0.0,-251.37,-15.5,-263.17,-8.8,94.83,0.0003109450989478833,1.0,0
-1.0,1.35,9.5,0.0,0.0,0.0,-251.91,-13.88,-261.61,-8.83,94.89,0.0003109420488877994,1.0,0
-0.99,1.34,9.51,0.0,0.0,0.0,-252.09,-12.99,-262.47,-8.77,94.8,0.00031094011120256956,1.0,0
-0.65,-1.39,-10.22,0.0,0.0,0.0,-19.39,20.16,76.09,-1.29,-79.03,0.00031093957295667243,1.0,0
-0.98,1.37,9.5,0.0,0.0,0.0,-252.27,-14.24,-261.95,-8.79,94.91,0.0003109382452834594,1.0,0
-10.26,-4.55,-0.01,-0.01,0.06,0.0,82.17,19.07,5.46,-40.87,-2.3,0.00031093741997308377,1.0,0
-0.61,1.44,8.65,0.09,-0.11,0.01,56.91,2.41,-40.56,-8.88,94.67,0.000310932073397172,1.0,0
-2.72,0.19,10.13,0.72,-0.81,0.1,41.22,18.37,-11.96,-10.65,90.79,0.00031092870038954977,1.0,0
-10.19,-4.62,0.08,0.03,-0.03,0.01,85.05,23.74,-0.08,-41.09,2.65,0.0003109244661884921,1.0,0
