v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_copod,anomaly_vote_count,GERCEK_ETIKET_label
-9.92,-0.72,-4.42,0.01,0.09,0.41,66.65,-4.21,20.71,-54.74,-39.57,0.5021865315594652,3.0,0
-1.09,-17.85,-10.23,0.07,-0.34,0.45,0.0,0.0,0.0,15.34,-25.03,0.5021819394026793,2.0,0
-2.89,-2.22,0.73,-0.18,0.21,-0.14,49.15,18.72,6.76,-39.16,-5.19,0.5021784297823012,4.0,0
-10.24,-9.6,-8.06,0.16,-0.23,0.09,0.0,0.0,0.0,-15.09,-33.36,0.50217384394187,2.0,0
-0.95,-15.66,-10.31,-0.31,1.61,-0.3,0.0,0.0,0.0,34.31,-31.11,0.5021692992088378,3.0,0
-3.3,-15.81,-5.6,-0.69,1.75,-0.25,0.0,0.0,0.0,25.05,-32.33,0.5021688901777444,4.0,0
-11.84,2.68,-2.31,0.55,-0.4,-0.08,59.44,-23.56,11.0,-75.88,-41.9,0.5021680270124737,3.0,0
-2.16,-17.5,-9.34,0.28,0.86,-0.11,0.0,0.0,0.0,15.51,-12.89,0.5021659777705542,3.0,0
-9.18,-5.3,-12.94,0.26,-0.57,0.0,21.09,-35.48,15.95,-23.76,-72.07,0.5021627266954073,3.0,0
-12.89,-4.76,-4.16,1.23,0.06,0.49,58.35,38.26,20.8,-37.55,-3.65,0.50214540169141,4.0,0
-8.06,1.77,10.97,-0.78,1.49,-0.19,56.01,13.71,12.3,-34.61,-9.54,0.5021453072153771,4.0,0
-1.32,-13.91,-3.2,0.19,1.17,-0.6,0.0,0.0,0.0,49.16,-4.8,0.5021407090908957,4.0,0
-1.55,-13.99,-7.81,0.72,-0.64,-0.15,0.0,0.0,0.0,32.98,-26.71,0.5021376523396553,2.0,0
-9.89,-11.45,-8.44,0.01,-0.37,0.07,28.93,6.45,13.21,-10.82,-33.14,0.5021363459879079,2.0,0
-5.47,0.78,1.26,0.96,-3.24,0.11,57.45,-4.92,-30.68,-33.54,85.46,0.5021343586181733,4.0,0
0.92,-13.81,-7.81,0.01,0.33,-0.34,0.0,0.0,0.0,43.27,-29.42,0.5021312423330017,2.0,0
-9.86,-13.59,-15.21,0.25,0.15,-1.32,0.0,0.0,0.0,-12.15,-36.46,0.5021285690240503,5.0,0
-2.16,-18.32,-7.46,-0.27,0.45,0.01,0.0,0.0,0.0,20.05,-29.96,0.5021199534505015,1.0,0
-0.51,-16.01,-7.81,-0.11,1.29,-0.25,0.0,0.0,0.0,32.43,-30.07,0.502114269719397,3.0,0
-7.12,-17.91,-12.12,-0.25,0.36,-0.63,0.0,0.0,0.0,-4.58,-40.07,0.5021079523908432,2.0,0
-10.46,1.29,-3.62,0.03,0.28,-0.45,53.84,-14.6,20.28,-65.16,-61.37,0.5020889573760172,5.0,0
-7.26,-17.36,-12.07,-0.22,0.32,-0.64,0.0,0.0,0.0,-4.48,-40.01,0.5020887960797431,2.0,0
2.02,-16.51,-8.63,0.74,-1.47,0.46,0.0,0.0,0.0,15.3,-23.56,0.5020878063810726,4.0,0
6.46,-12.41,-7.41,-0.1,-0.01,-0.05,0.0,0.0,0.0,51.95,-45.08,0.5020868782340079,3.0,0
-2.57,-6.41,-4.91,-0.53,0.6,-0.08,58.35,35.75,20.11,-35.5,-8.64,0.5020821194483961,4.0,0
-9.86,-0.06,-1.14,-0.06,0.09,0.7,54.93,1.52,17.16,-59.23,-20.8,0.5020799120009852,4.0,0
1.34,-16.5,-9.03,0.17,-0.07,0.02,-23.05,32.26,-16.64,22.65,-26.81,0.5020762155938313,1.0,0
1.25,-18.29,-8.7,-0.05,-0.5,-0.32,-44.06,25.44,-7.72,24.07,-29.09,0.5020757506780367,3.0,0
-11.3,2.71,-4.98,0.24,-0.25,-0.19,57.09,-25.53,13.6,-72.62,-62.57,0.502074641293768,3.0,0
-1.5,-17.83,-14.17,-0.58,-0.4,-0.55,0.0,0.0,0.0,17.61,-47.91,0.5020720474912098,4.0,0
2.02,-16.55,-8.35,0.0,0.11,0.03,-16.29,31.9,-20.42,27.19,-28.16,0.5020712510249115,1.0,0
-9.91,-3.2,-2.29,0.43,-0.32,0.8,70.8,10.66,25.39,-44.03,-28.25,0.5020706803788035,4.0,0
-8.67,-13.24,-8.73,0.02,-0.18,0.16,0.0,0.0,0.0,-16.41,-35.5,0.5020680085180954,3.0,0
-2.53,-14.77,-2.73,0.54,1.05,-0.22,0.0,0.0,0.0,42.16,-2.72,0.502061904309326,3.0,0
1.78,-16.68,-9.19,-0.05,0.13,-0.17,-2.75,33.33,3.26,34.85,-28.86,0.5020480022878624,2.0,0
1.59,-17.11,-8.16,-0.1,0.15,0.05,-17.18,30.64,-20.59,27.44,-29.08,0.5020428074182673,1.0,0
-11.04,-1.43,0.14,0.95,-0.02,-0.95,65.03,-4.74,7.36,-55.74,-11.84,0.5020329436036987,4.0,0
-1.32,-19.61,-9.58,0.02,0.4,0.3,0.0,0.0,0.0,15.39,-27.63,0.50203228140524,1.0,0
-6.07,-18.41,-10.06,-0.21,0.67,-0.89,0.0,0.0,0.0,3.34,-31.65,0.5020290039153291,4.0,0
1.6,-15.17,-8.06,0.03,1.66,0.0,0.0,0.0,0.0,39.46,-24.19,0.5020245092829764,3.0,0
-7.43,-18.07,-10.98,-1.4,0.71,-0.6,28.39,16.3,6.52,1.97,-36.38,0.502022848207551,4.0,0
-6.67,-4.51,3.31,-0.44,0.95,0.01,60.34,33.42,19.23,-35.66,-5.52,0.5020205334213771,4.0,0
-9.68,-14.96,-14.88,-0.02,0.49,-0.7,0.0,0.0,0.0,-2.01,-45.08,0.5019883082232267,3.0,0
-9.69,-5.16,1.12,-0.08,0.48,0.0,77.66,22.85,0.08,-43.3,-1.02,0.5019832599449076,5.0,0
1.61,-16.1,-6.32,0.0,0.35,0.2,0.0,0.0,0.0,28.59,-31.68,0.5019764893149921,2.0,0
-0.53,-16.3,-4.59,0.2,0.41,0.22,0.0,0.0,0.0,18.09,-17.02,0.5019721550696309,1.0,0
-10.8,-13.96,-10.02,0.05,-0.17,-0.06,0.0,0.0,0.0,-5.95,-26.19,0.5019669746626346,2.0,0
3.59,-16.79,-8.85,-0.14,-0.08,-0.15,-47.09,24.19,-6.17,24.93,-29.21,0.5019612117798019,3.0,0
0.13,-14.11,-12.99,-0.09,0.44,-0.05,0.0,0.0,0.0,21.22,-41.8,0.5019581473490002,3.0,0
1.42,-16.55,-7.93,-0.09,0.14,-0.05,-16.46,31.36,-21.62,29.85,-25.65,0.5019530284322634,2.0,0
-5.34,-14.89,-12.96,0.3,-0.57,0.56,25.37,15.05,16.98,-1.33,-40.44,0.5019515065890721,1.0,0
-0.07,-19.25,-6.47,0.49,-1.29,0.34,0.0,0.0,0.0,5.98,-7.16,0.5019483298904011,3.0,0
-9.65,-4.83,-0.24,-0.04,0.22,-0.33,85.77,21.59,4.07,-44.72,8.14,0.5019455368324782,5.0,0
-0.53,-14.62,-6.12,0.91,-1.37,0.32,0.0,0.0,0.0,26.43,-14.24,0.5019412264131824,4.0,0
-5.69,1.58,5.09,-0.23,2.52,0.2,85.05,3.49,-54.43,-40.21,77.33,0.5019378361379246,4.0,0
2.66,-16.69,-7.02,0.0,0.02,0.0,-45.13,18.63,-16.98,31.74,-28.07,0.5019314828202285,2.0,0
-0.35,-15.75,-14.77,-0.13,0.07,0.06,0.0,0.0,0.0,21.27,-41.59,0.5019302868171126,3.0,0
-1.05,-15.61,-10.13,-0.35,1.71,-0.28,0.0,0.0,0.0,34.2,-31.17,0.501930107650952,3.0,0
-11.15,-3.03,-0.87,-0.86,0.92,1.05,83.25,21.23,7.54,-50.37,-13.2,0.5019223443066956,4.0,0
1.17,-15.54,-9.16,0.05,-0.43,0.14,0.0,0.0,0.0,32.17,-28.68,0.5019217701344421,2.0,0
-7.15,-0.21,3.06,-0.54,3.0,0.22,85.05,3.49,-54.43,-45.02,72.85,0.5019090707537545,4.0,0
-8.71,0.13,-2.87,-0.7,0.26,0.66,55.65,-4.57,22.36,-52.71,-51.98,0.50190525835364,4.0,0
-1.33,-15.83,-9.01,-0.16,0.61,0.02,0.0,0.0,0.0,35.82,-44.31,0.5019015228886029,1.0,0
0.01,7.38,9.19,-0.43,0.69,-0.48,37.97,-10.66,-49.75,-25.94,97.37,0.501890112508327,4.0,0
-27.23,40.81,-2.9,0.7,0.06,2.11,0.0,0.0,0.0,-14.35,-35.8,0.5018687680557121,4.0,0
-11.88,-2.27,2.04,-0.78,0.28,-0.5,67.01,12.63,-1.47,-43.2,-8.3,0.5018624864117212,5.0,0
-8.86,-3.13,-11.35,-0.68,0.26,0.53,0.0,0.0,0.0,-16.15,-70.05,0.5018505197585881,3.0,0
0.79,-15.24,-8.24,-0.05,0.68,-0.76,0.0,0.0,0.0,31.46,-32.53,0.5018493439428672,5.0,0
-8.69,-14.0,-14.61,0.2,0.3,-0.31,0.0,0.0,0.0,-1.13,-47.39,0.5018393254180167,1.0,0
1.53,-15.99,-8.22,-0.16,-0.01,-0.3,-44.06,25.44,-7.72,23.35,-28.41,0.5018390300665542,2.0,0
-1.01,-15.56,-5.88,-0.06,1.27,-0.26,0.0,0.0,0.0,37.33,-32.71,0.5018378943984713,4.0,0
0.42,-16.92,-8.88,-0.11,-0.24,0.06,-16.11,31.72,24.02,29.25,-31.02,0.5018359214358531,2.0,0
3.35,-12.07,-10.78,-0.21,-0.59,0.43,0.0,0.0,0.0,-5.56,8.96,0.5018100499022716,4.0,0
-3.66,-3.18,-1.56,0.72,-0.57,0.93,80.18,15.68,-1.3,-45.03,2.23,0.5018084002445107,4.0,0
2.61,-16.49,-9.84,0.15,-0.26,-0.16,-7.56,31.36,16.13,25.25,-30.8,0.501788830433967,2.0,0
-11.55,3.88,0.22,-0.38,0.42,0.03,56.01,-24.82,3.9,-79.42,-50.31,0.5017715513531376,3.0,0
2.27,-16.89,-7.65,-0.16,0.24,-0.04,-14.86,31.18,-19.73,28.96,-30.09,0.5017710236668403,1.0,0
2.02,-15.41,-6.75,0.2,-0.45,0.64,0.0,0.0,0.0,15.36,-20.39,0.5017645696290326,3.0,0
0.43,-15.0,-10.11,0.03,-0.1,0.75,0.0,0.0,0.0,17.65,-31.02,0.5017638487868269,5.0,0
1.29,-14.86,-9.18,0.14,0.0,0.12,0.0,0.0,0.0,46.4,-20.03,0.5017537029611413,1.0,0
0.31,-18.37,-8.67,0.53,-2.24,0.21,0.0,0.0,0.0,-7.42,6.93,0.5017516826639885,4.0,0
-12.97,-2.14,-1.32,-0.41,-0.39,-0.3,82.71,15.68,-4.07,-40.73,1.68,0.5017498150564679,5.0,0
-12.26,1.17,-4.38,0.18,0.28,0.22,66.11,-14.78,11.87,-67.51,-35.69,0.5017487733950394,3.0,0
7.42,-11.23,-11.47,-0.4,0.11,-0.27,57.09,15.14,10.57,-38.25,-2.5,0.5017456177488347,5.0,0
-1.21,-18.82,-8.81,-0.28,-1.61,-0.27,0.0,0.0,0.0,9.37,-22.5,0.5017363743019079,4.0,0
1.89,-16.84,-7.25,0.16,-0.48,0.01,-14.51,31.54,-17.67,29.01,-31.23,0.5017323570927655,2.0,0
-11.02,3.79,0.3,0.16,0.0,-0.07,53.48,-28.76,6.67,-83.23,-46.72,0.5017302146100081,3.0,0
2.72,-16.69,-9.1,-0.01,0.02,0.01,-8.45,31.54,11.84,29.66,-33.42,0.5017294344537421,2.0,0
-11.52,-1.92,-3.38,0.71,-0.61,-1.5,73.69,-14.42,5.98,-62.14,0.03,0.501719391596878,4.0,0
-5.85,2.9,9.47,0.56,0.35,0.41,52.4,-7.79,-36.22,-42.42,90.35,0.5017192735407906,4.0,0
2.68,-16.62,-7.04,0.02,-0.03,-0.01,-44.06,20.43,-15.61,31.74,-28.05,0.5017185935935438,2.0,0
-0.9,-13.29,-3.82,0.26,1.19,-0.11,0.0,0.0,0.0,36.56,-13.99,0.5017148175568371,3.0,0
-2.12,-2.8,-10.56,0.66,-1.05,0.11,-16.14,-6.0,12.3,-5.86,-72.74,0.5017132777978084,3.0,0
-8.08,1.25,-1.88,-0.73,1.1,0.35,53.48,-9.23,13.0,-69.44,-40.3,0.501710891623398,4.0,0
0.52,-17.01,-9.16,-0.13,-0.28,-0.06,-18.07,30.46,23.85,29.92,-30.6,0.501706415539259,2.0,0
-13.24,-1.72,5.44,-0.49,1.06,-0.16,77.11,18.37,-1.12,-43.8,0.7,0.5017036036697198,5.0,0
-0.29,-17.63,-10.39,0.02,0.21,0.15,0.0,0.0,0.0,21.91,-26.16,0.501700854732232,3.0,0
-11.05,-11.11,-12.69,-0.19,1.42,0.17,0.0,0.0,0.0,-5.77,-27.22,0.5016816834457448,1.0,0
-1.12,-18.69,-10.25,0.04,-0.15,0.14,0.0,0.0,0.0,22.77,-26.99,0.5016716041543724,1.0,0
-9.97,-13.74,-12.09,-0.12,0.49,0.12,0.0,0.0,0.0,-7.92,-34.1,0.50166660050733,1.0,0
-1.06,-15.38,-9.28,-0.3,1.09,-0.04,0.0,0.0,0.0,34.66,-45.03,0.5016622423897193,2.0,0
-0.89,-11.9,-11.19,-0.06,-0.76,0.8,0.0,0.0,0.0,3.77,-49.42,0.5016494403676132,5.0,0
-4.88,2.67,7.45,-1.26,0.82,-0.45,50.42,16.39,11.09,-37.27,-1.31,0.5016419978194384,4.0,0
-2.35,-16.94,-16.73,0.02,0.24,0.18,0.0,0.0,0.0,8.08,-47.01,0.5016327753054111,1.0,0
-6.21,-9.46,-11.07,0.53,0.31,0.02,33.2,3.22,2.91,-15.0,-25.43,0.5016264606568956,3.0,0
-4.95,0.08,7.0,-1.12,2.14,-0.3,59.07,8.15,-43.34,-34.87,70.84,0.5016242018307163,4.0,0
-11.13,1.35,0.1,0.03,0.17,0.19,58.71,-13.88,18.29,-65.11,-48.44,0.5016222310458192,2.0,0
1.03,-14.92,-10.92,0.58,-1.86,-0.01,0.0,0.0,0.0,13.7,-26.07,0.5016151412610057,5.0,0
2.7,-16.5,-7.51,-0.15,0.15,-0.08,-44.42,20.07,-14.58,31.69,-29.97,0.5016094552380658,3.0,0
2.08,-10.11,-13.06,-0.33,-0.4,0.35,84.87,23.56,1.47,-43.34,2.21,0.5016089851928014,4.0,0
-11.66,-2.29,-10.19,-0.01,0.31,0.67,0.0,0.0,0.0,-43.39,-23.98,0.5015940048532531,2.0,0
-5.88,-12.9,-11.14,-0.21,-0.36,0.1,22.52,18.63,20.07,4.74,-50.27,0.5015893232205868,5.0,0
-0.99,-15.03,-7.75,-0.23,0.97,0.25,0.0,0.0,0.0,28.04,-32.45,0.50158786125675,2.0,0
-0.85,-15.71,-10.49,-0.25,1.5,-0.32,0.0,0.0,0.0,34.31,-31.01,0.5015825665364403,3.0,0
2.99,-16.6,-8.85,-0.06,0.11,0.03,-8.1,32.97,10.12,29.08,-32.6,0.5015811171133693,2.0,0
1.58,-16.89,-8.7,0.07,0.05,0.03,-24.12,30.82,-16.64,24.0,-27.47,0.5015792066198882,1.0,0
1.61,-16.95,-9.94,0.09,0.07,-0.07,-23.05,32.61,-14.93,21.87,-27.45,0.5015762417450704,1.0,0
-7.44,-0.65,2.04,-0.76,1.1,-0.16,54.56,18.01,11.26,-36.33,-9.02,0.5015727383557474,4.0,0
0.27,-14.67,-8.26,0.5,-0.56,0.21,0.0,0.0,0.0,25.24,-13.12,0.5015724781120418,4.0,0
-0.68,-14.0,-8.37,0.08,1.23,-0.22,0.0,0.0,0.0,37.57,-21.38,0.501564966480969,2.0,0
-11.05,0.31,-0.39,-0.13,0.64,-0.54,59.62,-19.07,17.77,-59.74,-53.93,0.5015629452201511,4.0,0
0.34,-14.54,-6.91,-0.2,-0.4,0.05,0.0,0.0,0.0,44.91,-47.79,0.5015572351893096,4.0,0
1.83,-16.76,-8.9,0.13,-0.1,0.05,-23.05,32.26,-16.64,22.73,-26.89,0.5015524684104883,1.0,0
-10.98,2.06,-4.92,0.07,-0.4,-0.18,60.16,-20.7,14.12,-71.19,-37.23,0.5015474723153083,3.0,0
-2.01,-16.06,-7.71,-0.24,0.91,-0.65,0.0,0.0,0.0,42.49,-23.75,0.5015469784468999,4.0,0
2.29,-16.56,-8.01,0.03,-0.93,0.1,-23.05,30.46,-15.95,17.61,-16.1,0.5015464737688061,2.0,0
-2.27,-16.71,-16.37,0.0,0.16,0.15,0.0,0.0,0.0,7.92,-46.93,0.5015372065209871,1.0,0
1.48,-16.62,-8.96,-0.01,0.07,-0.1,-4.18,34.76,3.26,34.79,-29.15,0.5015340187096599,2.0,0
-9.48,-3.05,-4.42,0.45,-0.46,0.79,70.8,10.66,25.39,-44.9,-27.81,0.5015336495487737,4.0,0
-6.82,-0.05,-24.14,0.66,-1.05,0.86,79.28,21.23,2.34,-44.09,-3.73,0.5015258044713192,4.0,0
-11.47,1.55,-3.2,-0.36,0.82,0.11,58.71,-13.88,18.29,-64.87,-46.52,0.501523547615776,3.0,0
-8.28,-3.61,-6.82,-1.28,0.49,0.28,66.83,9.58,41.0,-34.42,-51.21,0.5015219365086127,4.0,0
-2.38,-6.8,-10.44,-0.54,-0.14,-0.33,49.69,33.6,21.15,-37.05,-6.77,0.5015201764035869,4.0,0
-5.05,-1.6,-9.42,-0.45,1.34,-0.21,29.13,0.62,38.83,-24.02,-60.65,0.5015147571157489,4.0,0
-10.2,-4.61,-7.99,1.52,-2.03,0.12,24.66,-31.18,13.9,-32.59,-41.52,0.5015095476180288,4.0,0
0.19,-14.96,-10.29,0.11,-0.02,0.77,0.0,0.0,0.0,16.2,-30.69,0.5015068739041331,5.0,0
0.38,-15.06,-10.8,0.06,-0.05,0.76,0.0,0.0,0.0,16.45,-30.73,0.501502761188106,5.0,0
-9.42,-14.28,-10.84,0.0,-0.05,-0.12,0.0,0.0,0.0,-6.18,-30.36,0.5014857191390194,2.0,0
-12.26,1.17,-4.38,0.18,0.28,0.22,66.11,-14.78,11.87,-67.57,-34.52,0.5014853878575624,2.0,0
1.86,-15.17,-7.89,0.41,-1.38,0.56,0.0,0.0,0.0,11.99,-19.78,0.5014795518735317,4.0,0
2.78,-16.32,-8.3,-0.1,0.01,-0.06,-12.19,30.64,-12.01,30.19,-11.56,0.5014786306591263,2.0,0
0.94,-17.04,-9.0,0.19,-0.66,-0.05,-6.14,30.28,19.9,23.46,-32.69,0.5014676496774053,2.0,0
-9.51,0.48,-0.6,0.0,0.04,0.95,69.36,-1.52,14.64,-62.11,-32.89,0.5014520304381792,4.0,0
-4.76,-0.47,2.6,-1.33,2.19,-0.31,59.07,8.15,-43.34,-39.29,61.2,0.5014333730133511,4.0,0
2.23,-16.64,-7.38,-0.07,0.21,0.02,-14.33,31.36,-20.59,28.98,-29.91,0.5014300319002487,1.0,0
-8.57,-11.45,-10.7,1.04,0.68,-0.97,0.0,0.0,0.0,4.98,-18.62,0.5014282379507098,5.0,0
2.49,-16.44,-8.51,0.15,-1.1,-0.07,-19.85,30.46,-17.67,17.86,-15.5,0.5014146349203169,2.0,0
-4.3,4.62,9.38,-0.83,-0.93,-0.87,30.75,-21.05,-53.91,-28.14,104.31,0.5014063974372774,4.0,0
1.29,-14.54,-7.82,0.4,-1.61,1.08,0.0,0.0,0.0,17.59,-20.82,0.5014052598790101,4.0,0
-9.3,-6.33,-3.99,0.18,-0.7,0.14,49.69,16.39,12.82,-36.3,-7.27,0.5013987570500912,4.0,0
-10.11,0.38,-3.9,-0.01,0.21,0.48,60.52,-11.73,17.25,-64.54,-38.63,0.5013955771444966,4.0,0
-11.19,-12.81,-4.54,0.42,0.12,-0.28,31.6,2.32,-4.46,-15.27,-25.36,0.5013944644524783,4.0,0
-11.19,-12.81,-4.54,0.42,0.12,-0.28,31.6,2.32,-4.46,-16.17,-26.16,0.5013910405704429,4.0,0
-0.14,-15.09,-11.32,-0.15,1.25,0.05,0.0,0.0,0.0,21.93,-27.75,0.5013864374838032,5.0,0
-0.84,0.16,8.15,1.05,-1.91,0.72,10.91,5.09,-75.06,-5.35,91.43,0.501378911046999,4.0,0
3.57,-16.52,-9.19,-0.11,0.0,0.04,-20.92,32.61,-17.67,24.25,-16.32,0.501368241408303,2.0,0
-0.24,0.99,9.49,-0.16,0.79,0.03,-0.45,0.26,-72.45,-2.21,97.97,0.5013617986400203,3.0,0
-5.88,-8.02,4.63,-0.84,0.68,-0.06,53.48,31.99,20.97,-36.64,-5.78,0.501359642791327,4.0,0
-2.19,-15.36,-7.32,0.02,1.33,-0.09,0.0,0.0,0.0,49.44,-4.6,0.5013568562572858,2.0,0
1.07,-16.94,-9.17,0.11,0.1,-0.03,-23.05,32.26,-16.64,22.26,-27.37,0.5013540574793888,2.0,0
-20.13,-1.91,-3.9,0.66,-0.92,0.0,45.0,15.32,7.28,-39.82,4.39,0.5013421360449174,4.0,0
-0.34,-18.37,-8.95,0.06,0.1,0.13,0.0,0.0,0.0,15.58,-27.79,0.5013366251161735,1.0,0
-3.89,-17.53,-15.15,-0.07,0.17,-0.64,0.0,0.0,0.0,14.01,-45.26,0.5013314683569846,3.0,0
2.36,-16.75,-8.14,0.05,-0.07,0.04,-15.4,31.72,-20.93,28.89,-29.08,0.5013305576558065,1.0,0
-10.69,1.89,-0.28,0.17,-0.18,0.42,56.01,-14.6,9.88,-79.5,-22.81,0.5013276042191578,4.0,0
-2.2,-14.47,-9.27,0.02,-0.32,0.14,0.0,0.0,0.0,29.61,-39.58,0.5013166067747834,2.0,0
-3.86,-16.54,-15.7,0.12,-0.46,0.0,0.0,0.0,0.0,11.13,-47.93,0.5013155373714643,1.0,0
1.9,-16.85,-8.1,0.03,-0.21,-0.02,-14.51,31.54,-17.67,29.68,-31.97,0.5013137763794125,2.0,0
-24.85,14.91,-11.28,-0.24,0.61,3.89,0.0,0.0,0.0,-14.26,-35.45,0.5013130216899396,3.0,0
1.7,-15.08,-7.66,0.44,-1.41,0.56,0.0,0.0,0.0,11.91,-19.84,0.5013085190298405,4.0,0
-2.11,-18.45,-7.47,-0.17,0.8,-0.33,0.0,0.0,0.0,15.86,-16.51,0.501304730459117,3.0,0
-7.28,-6.29,6.72,-0.38,0.15,-0.3,49.51,19.44,9.52,-36.82,-1.08,0.5012948673459547,4.0,0
-4.3,4.62,9.38,-0.83,-0.93,-0.87,30.75,-21.05,-53.91,-28.53,104.76,0.5012887127608422,4.0,0
1.53,-16.72,-9.34,0.03,-0.02,0.01,-23.41,32.26,-18.01,22.79,-26.82,0.5012776172157832,1.0,0
-11.47,1.55,-3.2,-0.36,0.82,0.11,58.71,-13.88,18.29,-64.73,-47.25,0.501274238860903,3.0,0
-1.29,-19.77,-8.05,-0.24,0.72,0.49,0.0,0.0,0.0,12.01,-21.51,0.5012721317576971,1.0,0
-8.56,2.76,-2.85,0.08,-0.11,0.27,51.68,-19.98,14.38,-78.82,-74.15,0.5012712643813984,3.0,0
-1.86,-15.81,-8.4,-0.26,0.92,-0.66,0.0,0.0,0.0,42.24,-23.82,0.5012608278702582,4.0,0
6.61,-12.69,-7.68,0.13,-0.12,0.07,0.0,0.0,0.0,48.45,-43.17,0.5012542529273395,3.0,0
-9.99,-1.84,-0.77,0.39,0.36,-0.95,80.0,-2.41,-1.12,-48.23,-9.62,0.5012542293103893,4.0,0
-2.78,-16.03,-3.85,-0.47,1.01,-0.11,0.0,0.0,0.0,19.63,-32.88,0.5012531472463893,4.0,0
-7.9,2.79,-0.45,-0.1,1.46,0.02,56.37,-16.04,-18.89,-67.57,85.94,0.5012308316024625,4.0,0
3.37,-16.41,-9.11,0.01,0.08,0.07,-10.77,32.79,13.04,33.07,-33.7,0.5012099533728399,1.0,0
-3.41,-0.33,8.86,0.78,0.53,0.0,91.18,5.64,-104.36,-15.13,85.44,0.5012060357703978,4.0,0
-1.17,-19.16,-9.6,-0.18,1.32,0.1,0.0,0.0,0.0,25.95,-26.97,0.5012053066302407,1.0,0
2.71,-16.67,-9.11,-0.02,0.03,0.01,-8.63,33.15,11.66,29.66,-33.42,0.5011874440942518,2.0,0
-0.6,-20.27,-5.48,0.69,-0.45,-0.31,0.0,0.0,0.0,23.98,-28.04,0.5011850059617957,4.0,0
-7.88,-0.63,-8.08,0.98,-1.5,-0.34,63.58,-4.38,29.9,-52.32,-40.24,0.5011849540629838,4.0,0
-12.35,1.17,-1.33,0.23,-0.53,-0.56,55.11,-25.71,9.27,-69.86,-67.55,0.5011841666134415,3.0,0
-5.98,-3.51,-36.79,-0.48,-1.72,0.56,89.02,14.06,-3.2,-44.62,0.73,0.5011796996228277,4.0,0
-2.31,0.6,11.97,0.06,0.0,0.02,-3.15,267.13,-264.73,-10.79,88.27,0.5011677659082643,3.0,0
2.26,-16.36,-11.29,-0.19,0.27,0.09,-27.68,30.82,-15.27,20.15,-25.56,0.501157036285604,2.0,0
3.72,-16.53,-9.3,0.05,-0.32,-0.15,-45.13,25.8,-12.18,25.31,-31.09,0.5011556259196861,3.0,0
-10.43,2.9,-2.72,-0.35,0.18,-0.18,52.22,-25.36,13.08,-72.23,-65.49,0.5011535428152204,3.0,0
-12.22,-2.02,-0.36,-0.77,0.46,1.98,81.26,17.11,3.55,-57.23,-5.83,0.5011500732118076,4.0,0
-1.96,-14.57,-6.69,0.33,-1.1,-0.45,0.0,0.0,0.0,23.01,-31.68,0.5011500441328709,4.0,0
2.36,-16.75,-8.14,0.05,-0.07,0.04,-15.4,31.72,-20.93,28.89,-29.08,0.5011454207529699,1.0,0
-10.28,0.94,-11.03,0.56,0.5,0.08,0.0,0.0,0.0,-45.49,-51.2,0.5011452918434698,2.0,0
-1.55,-19.94,-9.64,0.03,0.47,0.4,0.0,0.0,0.0,15.33,-27.64,0.5011403835086878,1.0,0
0.93,-14.0,-11.65,-0.36,1.18,-0.32,0.0,0.0,0.0,27.96,-22.71,0.5011239834518051,2.0,0
-0.97,-14.71,-7.66,-0.2,0.89,0.24,0.0,0.0,0.0,27.95,-32.41,0.5011205998559337,1.0,0
2.28,-14.62,-9.72,0.53,-1.11,0.11,0.0,0.0,0.0,21.66,-24.93,0.5011156532971163,5.0,0
2.56,-16.3,-7.59,-0.14,0.06,-0.08,-45.31,19.17,-15.44,31.89,-30.37,0.5011083242363272,3.0,0
1.89,-15.21,-8.04,0.39,-1.35,0.56,0.0,0.0,0.0,12.1,-19.84,0.5011019214130692,4.0,0
-12.02,0.55,5.97,-0.2,1.21,0.21,72.42,-12.45,-23.31,-59.71,27.01,0.5011007657924396,3.0,0
-10.43,-0.33,9.1,-0.69,1.79,-0.22,56.73,15.86,8.84,-36.6,-5.43,0.5010863129306025,4.0,0
-7.21,-8.11,2.43,-1.03,0.6,-0.09,47.17,36.11,19.76,-33.54,-8.14,0.5010824588636076,4.0,0
2.52,-16.34,-7.82,0.17,-0.93,-0.1,-17.89,31.72,-16.47,18.05,-16.72,0.501081819505185,2.0,0
-10.69,3.19,-1.57,-0.42,0.35,-0.09,51.86,-27.15,14.47,-73.51,-67.84,0.5010812624945111,3.0,0
-3.18,-6.35,-1.26,1.08,-1.5,0.19,0.0,0.0,0.0,14.73,4.17,0.5010798905173345,3.0,0
3.21,-16.76,-8.51,-0.06,-0.14,-0.24,-18.25,30.28,24.02,30.76,-33.03,0.5010787678289481,3.0,0
-8.36,3.92,-3.46,-0.13,0.14,0.2,51.68,-19.98,14.38,-78.15,-79.87,0.5010777884147803,3.0,0
-9.83,-3.7,7.08,-2.02,2.93,-0.57,52.22,-21.41,-49.32,-47.66,42.94,0.5010739916522069,5.0,0
-9.58,-2.37,0.97,-0.99,2.23,0.02,64.84,20.7,14.21,-44.43,-22.42,0.5010705011635205,4.0,0
-6.85,-17.97,-4.92,0.55,-1.3,-1.02,0.0,0.0,0.0,19.27,-14.22,0.5010644423177036,5.0,0
